Gene	BJ(Fibroblast)	BJ-OKS-iM#2	BJ-OKS-iM#21	BJ-OKS-iG#2	BJ-OKS-iG#5	HUES9
KCNIP2	21.94285715	20.48571428	11.42857143	19.57142857	5.457142857	11.58116883
KCNIP3	29.72864358	3.233333333	2.528571428	1.153846154	0	5.702380953
KCNIP4	128.9427538	70.12145965	77.35889804	45.58472018	42.26444915	56.68144161
KCNJ1	0	0	0	0	0	0
KCNJ10	11.1	4.2	6.333333333	6.1	1	3.1
KCNJ11	4.058823529	21.2	34.66666667	13.33333333	17.0625	33.66666667
KCNJ12	0.5625	2.5	3.558823529	0.5	0.5	0.5
KCNJ13	0	0	0	0	0	0
KCNJ14	73.655313	40.43523144	37.14899535	28.80485141	27.52262264	30.22527503
KCNJ15	1	0	0	0	0	0
KCNJ16	9.529563492	7.958964647	7.256089744	8.912413502	6.872303922	7.4004329
KCNJ18	1.5	4.5	3.5	1.5	1.5	0.5
KCNJ2	7.600432901	1.326623377	1.142857143	0.276923077	0.642857143	0.685714286
KCNJ3	1.5	0	1	2	0	0
KCNJ4	0	7	3	1	1	1
KCNJ5	7.907459104	18.58371284	25.34805252	15.44843408	11.37731337	13.75069122
KCNJ6	6	4	1	1	2	3
KCNJ8	29	3	2	2	1	3
KCNJ9	1	0	0	0	0	0
KCNK1	89	111	147	88	57	84
KCNK10	14.63181818	5.755434783	9.307067933	3.35	4.911111111	1.722288676
KCNK12	16.70227844	33.71528207	32.57133653	17.2191285	13.41514221	36.98247864
KCNK13	0	0	1	1	0	0
KCNK15	56.24034378	20.79314803	21.68226253	18.99439546	17.27788752	24.81293015
KCNK16	0	0	0	0	0	0
KCNK17	113.284362	51.27611278	48.19180121	31.77558398	36.26890801	57.60296251
KCNK18	0	0	0	0	0	0
KCNK2	34	1	1	1	0	0
KCNK3	32.90903473	23.09581953	19.88367099	17.76124334	15.67102465	21.0671315
KCNK4	0	0	0	0	0	0
KCNK5	1.5	1.5	3.333333333	1	1	0
KCNK6	46.65474135	15.00780455	14.10914986	23.07382062	10.75107466	14.81312633
KCNK7	2.5	1	13	0.5	1	3
KCNK9	0	0	0	0	0	0
KCNMA1	58.5	8.5	9	6	4.5	3.5
KCNMB1	0	0	0	0	0	0
KCNMB2	3	0	0	0	0	0
KCNMB3	77.77611112	35.16904762	48.80192308	44.175	25.19444444	35.2
KCNMB4	14	27	21	18	14	35
KCNN1	0	3	1	1	0	1
KCNN2	16.92218615	35.4495671	25.13762626	32.38748196	31.82041847	24.69671717
KCNN3	1	10	22	2	8	21
KCNN4	1	2	0	1	0	4
KCNQ1	0	2	1	2	0	3
KCNQ1DN	0	0.5	0.333333333	0	0	0
KCNQ1OT1	593.7421455	797.8952928	885.5713677	924.7005008	448.6389118	648.8582776
KCNQ2	0	14	7	4	2	5
KCNQ3	0	0	2	0	1	2
KCNQ4	2.166666667	2	2.333333333	1	1.666666667	2
KCNQ5	115.1253513	15.10930736	11.14468865	8.922322776	4.533333333	5.814664502
KCNRG	35.67310397	20.41281814	18.87403027	23.63868602	13.19111795	20.18933012
KCNS1	1.333333333	3	3	1	4	1
KCNS2	12.27247414	5.440917417	4.291624253	4.02547286	4.700328729	4.129900552
KCNS3	13	30	12	15	13	26
KCNT1	0	0	0	0	0	0
KCNT2	4	12	14	6	1	3
KCNU1	5	0	0	0	0	0
KCNV1	3.166666667	0.258823529	4	2	2	5
KCNV2	0	0	0	0	0	0
KCP	4.838245514	4.517062878	2.851536808	5.121661216	0.537629446	5.318323605
KCTD1	62	34	24	14.22619048	8	14
KCTD10	57.0056153	22.41323255	13.27837997	9.991781673	12.20496552	8.068708558
KCTD11	731.8671382	278.43586	222.1311537	190.1088284	125.8782666	170.4161897
KCTD12	27.41666667	6.719298246	12.91666667	11	6.076923077	6.333333333
KCTD13	18.27510466	4.020429015	14.8966562	5.86898874	8.272099714	7.509274883
KCTD14	51.89285714	80.86904762	61.5	75.22619047	56.75	53.53571429
KCTD15	84	41	41	19	20	24
KCTD16	2	0	0	0	0	2
KCTD17	652	214	236	140	114	256
KCTD18	20.04795858	8.123126781	6.805212887	5.608868447	2.926923076	4.602366588
KCTD19	0	2	0	0	0	0
KCTD2	19.06111111	13.53333333	15.37777778	8.361111111	4.541666667	11.22777778
KCTD20	555.0183959	95.46466682	118.8353305	88.96769615	41.15111713	44.76589635
KCTD21	13.36868687	2.090909091	4.00880041	4.017832168	1.819264069	2.425054113
KCTD3	67.5	62	58	54	23	48
KCTD4	4.2	0	0	0	0	0
KCTD5	11.32738095	12.125	11.32619048	3.5	5.111111111	9.25
KCTD6	1	1	1	0	0.666666667	0
KCTD7	18.83467492	17.85757576	9.224183006	10.85685046	5.507936508	4.542929293
KCTD8	4.333333333	3	5	6.5	3	7
KCTD9	97.82275641	33.83333333	26.41666667	32.83333334	18.14444445	21.72619048
KDELC1	33.13302197	15.66636044	16.2556873	13.87566045	11.10089401	16.76158972
KDELC2	23.99678284	8.017698714	6.512191505	7.612578673	3.960343091	8.056705482
KDELR1	694.0611111	308.9166667	317.6692982	243.3333334	140.4166667	317.5
KDELR2	513	107	94	74	27	62
KDELR3	56	7	3	3	1	5
KDM1A	92.02041467	150.127193	148	104.4981203	74.44444444	88.2
KDM1B	2	2	1	2	0	2
KDM2A	124.8574397	81.95008134	55.97428682	52.98460318	28.71280284	41.98238787
KDM2B	96	150	156	115	64	124
KDM3A	12.14242424	17	13	3.65	2	9.153846154
KDM3B	779	725	938	501.6666666	351.3333333	572
KDM4A	71.5	89.125	77	48	35	66.5
KDM4B	50.18956194	49.84765673	40.10852127	36.61487802	25.20696044	35.30346184
KDM4C	28.58095238	14	20.47619048	28.78333333	11.75	22.86111111
KDM4D	5.35	6.140543365	6	2.878787879	1.5	6.666666667
KDM4DL	0	0	0.5	0	0	0
KDM5A	1613	725	941	785	400	690
KDM5B	215	319	333	268	155	253
KDM5C	410.8	284.2	314.6666667	191.2	133.2	311.6
KDM5D	11.6	4.6	4	4.1	2.1	0
KDM6A	40.5	41.16666667	69.75	51.5	36.5	103.75
KDM6B	28.325	14.03333333	4	6	3	1.5
KDR	5.914763886	12.70647164	19.94418437	18.92070332	5.072446515	19.94698841
KDSR	154.656553	38.74629873	38.01414811	37.17443201	18.27094396	30.99913692
KEAP1	80	40	53	53	14	22
KEL	0	1	0	1	0	0
KERA	0	0	2	0.5	0	1.5
KGFLP1	37.33333333	4.166666666	4.166666667	3.666666667	2	3.999999999
KGFLP2	37.33333333	6.666666666	6.666666667	7.166666667	2	3.999999999
KHDC1	0.5	1	0	0	0.5	0
KHDC1L	48.53333333	14.16666667	13.36666667	6.5	16.31111111	17.58333333
KHDRBS1	96.16666667	157	137	97	71	92
KHDRBS2	12.7064501	6.879543749	9.203479718	4.000420158	6.750414724	7.240803567
KHDRBS3	84	48	53	15	17	35
KHK	2	6	13	3	3	3.5
KHNYN	104	38	54	35	16	46
KHSRP	560.75	781	723	598.0833333	353.25	575
KIAA0020	363	589	688	462	329	325
KIAA0040	2.64	4	3	8.666666667	2.5	4
KIAA0087	0	0	0.333333333	0.083333333	0	0
KIAA0090	58	24	17	19	6	6
KIAA0100	209.9515614	99.61615582	91.08554693	67.18179084	48.2848554	71.97961475
KIAA0101	28.97456792	38.81753246	57.64848485	32.41264847	14.9998779	41.61037193
KIAA0114	37	150	106	123	78	132
KIAA0125	2.279166666	7.202128427	12.49033924	5.259931735	5.182659007	0.984559885
KIAA0141	63.17205419	27.15545416	38.03446447	29.03147349	26.42888661	28.41606961
KIAA0146	5	6	4	1	4	0
KIAA0174	307.1458959	289.3915493	308.2228252	224.2876669	117.9217918	134.3841112
KIAA0182	545.5	633	638	627	291	613
KIAA0195	45	38	32	21	19	47
KIAA0196	75	29	30	28	20	45
KIAA0226	45.42606242	17.90472322	17.2123588	20.49159851	9.752985576	12.5659874
KIAA0232	52.33333334	12.83333333	23.5	20.66666667	6	18.33333333
KIAA0240	84	52	45	54	24	44
KIAA0247	39.2	7	4	4	5	4
KIAA0284	81.7	61.54545455	43.04545455	42.5	34.75	34.9
KIAA0317	57	30	24	23	14	22
KIAA0319	0	4.714285714	1.606617647	0	0	2
KIAA0319L	2190.983058	1508.592398	1774.230804	1399.284842	845.1020678	1729.200964
KIAA0355	91.3512668	42.50180376	47.22025366	36.47557344	27.57852326	29.45598846
KIAA0368	210	270	290	267	145.2	179
KIAA0391	234.49089	216.1725948	220.4902071	176.8852046	133.1412993	143.2170682
KIAA0408	7.541422157	11.14819385	11.73512906	9.547140167	6.160392235	7.399241306
KIAA0415	73	12	17	21	8	12
KIAA0427	1040	14	12	4	6	10
KIAA0430	32	6	10	13	7	9
KIAA0467	6	0	0	1	0	0
KIAA0494	324.5967691	130.4321505	106.2131521	87.20373544	44.78258301	105.6111636
KIAA0495	6	9.833333333	5	4.333333333	1	7
KIAA0513	15.11111111	8.2	4	3.583333333	1	2
KIAA0528	33.31251904	16.91386093	24.13058633	18.20877271	11.20908836	14.46713479
KIAA0556	14.45005176	5.125	5.6875	1.571428571	0.3125	3.168478261
KIAA0562	842.090735	462.8374713	617.9476346	472.0851223	364.2794695	431.741281
KIAA0564	13	11	24	10	7	11
KIAA0586	158	122	210	112	57	91
KIAA0649	26.52669384	36.71265951	20.25549529	5.311147186	11.35039891	21.01438006
KIAA0664	29.32687824	30.74303419	25.23364952	17.52793651	22.76928995	31.20263736
KIAA0664L3	1	4	0	0	1	0
KIAA0748	0	0	2	0	0	1
KIAA0753	118.4444444	114.5	129.1428571	108.5	66	61
KIAA0754	21.06011904	10.66666667	29.09953704	13.35340909	4.5	8.529813665
KIAA0776	138	55	86	64	32	62
KIAA0802	204	108	90	59	51	42
KIAA0895	0	0	0	0	0	1
KIAA0895L	96.4307423	54.57916667	47.275	39.42424242	29.43596491	60.71496924
KIAA0907	55	35	39	28	23	35
KIAA0913	13.86904762	1.619047619	5.821428572	7.166666666	2.761904762	5.452380952
KIAA0922	48.11111111	57	43	40.16666667	24	19.25
KIAA0947	549.7467391	296.9711986	432.2175199	335.4046031	236.9669162	336.6613047
KIAA1009	162	166.1	153	147.125	82.54347826	82.5
KIAA1012	21.77523798	18.41386191	24.11412263	20.54723838	6.512148283	16.59821937
KIAA1024	2	1	0	1	0	1
KIAA1033	28.16666667	13.29285714	19.55	12.66666667	10.52142857	20.48333333
KIAA1045	10.00156143	5.658580062	8.289082287	5.015124168	2.601522069	2.796281416
KIAA1107	13	21	12	7	6	21
KIAA1109	48.07692308	37	33	23	9.090909091	19.2
KIAA1143	274.5678322	281.8207759	325.4174927	211.7219548	165.1314426	172.8631886
KIAA1147	4	17	7	9	9	12
KIAA1161	4	0.3	3.285714286	1.242857143	2	0
KIAA1191	60.93012206	19.50219806	43.52148194	25.85782358	23.38513013	26.69623534
KIAA1199	317	7	2	1	0	0
KIAA1210	3.5	2.142857143	1	1	1	1
KIAA1211	0	10	0	5	1	3
KIAA1217	53.95758825	83.35735931	51.35119047	54.48076924	30.96904763	32.35338828
KIAA1239	0	0	0	0	0	0
KIAA1244	58.3002215	43.05534465	41.93571344	50.27999002	33.35475554	41.10231527
KIAA1257	7.591666667	6.783333333	11.83333333	4.071428571	5.392857143	6.366666666
KIAA1267	28.31212121	8	24.40789474	17.75	5.675	15.75
KIAA1274	14.27139702	26.23589066	23.8728841	13.95896217	6.878133662	9.817698479
KIAA1279	96	49	57	41	20	32
KIAA1310	670.0329548	254.0267514	215.1864918	162.4409547	147.0648374	230.3521976
KIAA1324	26.18137042	12.14588715	21.08238755	16.7615958	12.32688982	14.56264098
KIAA1324L	31.67857143	56.46190476	61.14285714	42.76785715	17.57142857	29.14682539
KIAA1328	16.92619048	6.158333333	3.033333333	3.083333333	4.809523809	5
KIAA1370	12	2	6.245454545	2	1.058823529	1.05
KIAA1377	231.3553943	106.7151633	116.5557457	98.20314504	73.08090496	93.46036407
KIAA1383	4	3	1	4	6	0
KIAA1407	10.92948105	8.718129038	6.152777778	6.514350355	2.50603777	5.914021164
KIAA1409	2	3	1	5	3	2
KIAA1429	23.49931265	15.06331953	6.322717968	11.43429023	7.160265531	10.77994228
KIAA1430	118.8166667	108	100	76	37.5	106
KIAA1432	133.8495238	34.28571428	42.77376623	36.875	29.35	28.38376623
KIAA1462	28	5	2.375	1.388888889	1	3
KIAA1467	2.090909091	4	7	1	4	4
KIAA1468	4	4	0	5	1	4
KIAA1486	4.408971335	5.277325349	5.401443367	6.309504281	4.480592915	3.915031898
KIAA1522	17	28	28	23	13	11
KIAA1524	57.5	86	100.3333333	77	53.5	48
KIAA1530	9.142857143	4.291666667	5.196428571	7.090909091	5.076923077	6.348484849
KIAA1539	20.72976514	4.054729179	3.238347252	3.379914531	4.678205128	3.408350854
KIAA1543	20.06666667	40.46666667	42	41.4	36.66666667	21
KIAA1549	60.88754522	37.23456771	35.96146032	28.42652193	22.99908632	27.02027787
KIAA1586	102	135	119.3333333	93	60	71
KIAA1598	131	258	294	231	124	128
KIAA1609	153.903779	67.48140585	51.28812991	41.56125215	22.62387091	44.84941495
KIAA1614	4.875485114	3.534763594	2.521774467	1.841971406	1.957756133	2.842220804
KIAA1632	30.11111111	7.2	1.037037037	5.25	1	2
KIAA1644	18.48422036	5.270185267	4.328907204	14.26046375	6.1	1.629020468
KIAA1671	26.52030588	16.05976545	20.04195618	10.10374533	10.72852361	12.9009653
KIAA1683	334.25	142.25	122.75	120.25	110.75	159.75
KIAA1704	78.1447853	85.58307493	90.12673438	61.71089605	37.37782533	55.36776219
KIAA1712	62.33809523	93.93333333	73	50.33333333	45.6	49.56666667
KIAA1715	40.66481933	13.87207602	17.32015746	10.1613811	5.575201595	9.943361548
KIAA1731	166	109	153	115	61	112
KIAA1737	34.4603648	21.3458139	23.85615531	18.09045377	15.1754621	20.90759161
KIAA1751	7.161707256	7.553534693	7.231392361	8.177801159	7.343273291	5.233842627
KIAA1755	7.090909091	1	0.5	0	0	1
KIAA1797	48.06343415	44.15496032	35.09160562	17.57916667	17.59246032	28.66507936
KIAA1804	8	21	31	28	11	20
KIAA1826	154	127	119	101	57	64
KIAA1841	79.65741759	49.86993562	35.97301587	26.72006557	21.39230582	17.97619048
KIAA1875	2.878692039	2.04761773	2.437300972	1.843054078	0.942187856	0.953515126
KIAA1908	16	6	0	8	6	3
KIAA1919	11.53396228	4.785684985	8.962084197	4.381729687	5.656210354	5.04820932
KIAA1949	67	25	31.66666667	20.66666667	7	4
KIAA1958	3	10	8	5	11	5
KIAA1967	47.25309806	18.92980887	39.43461335	15.86210829	13.56879395	20.8649034
KIAA1984	0	0	0	0	0	0
KIAA2013	13	7	6	7	3	7
KIAA2018	64.00467511	50.16861237	49.64839998	43.8179321	27.29872571	41.43827948
KIAA2022	0	0	3	0	2	0
KIAA2026	5219	1914	2286.583333	1558	1153	1865
KIDINS220	63	18	16	9	8	15
KIF11	381.3398896	430.030331	446.8834974	339.2588861	231.5956608	313.9204698
KIF12	9.721964001	11.80111643	12.85342025	10.49322899	9.673484849	13.2994228
KIF13A	36	9	19	4	8	6
KIF13B	39	50	71	36	17	48
KIF14	59.29587113	154.7161759	185.4573048	118.0050803	75.27919107	89.91998775
KIF15	191.9173309	299.5297951	284.6285714	274.3567461	157.1356838	216.1446749
KIF16B	19	17	17	9	3	5
KIF17	212.9606672	196.3550986	199.6212773	108.1926232	126.8350427	173.9521156
KIF18A	44	36	44	40	19	34
KIF18B	0	0	0	0	0	0
KIF19	17.59418264	6.683093708	6.873793078	5.312576313	5.857549857	4.378119314
KIF1A	262.2475047	580.0468305	595.0814611	512.8658427	364.3685558	451.4231151
KIF1B	146.6281743	123.536889	147.9096687	118.9147353	56.83520779	88.38080431
KIF1C	288.89765	130.564993	159.4256183	113.1061143	66.45727981	111.3821383
KIF20A	163	114	145	93	50	98
KIF20B	1392	3012	3524	2452	1582	1975
KIF21A	101	295	381	341	160	234
KIF21B	2	8	3	4	2	12
KIF22	10	27	16	19	6	25
KIF23	818.9294498	1063.452259	1410.256772	963.0744291	494.349271	663.4182824
KIF24	79	47	31	51	28	44
KIF25	0	0	0	0	0	0
KIF26A	3	14	14	13	12	17
KIF26B	6	4	0	0	0	0
KIF27	59	53.5	77	46	32	81.5
KIF2A	305	470	698	399	246	379
KIF2B	0	0	0	0	0	0
KIF2C	27	49.5	51	22	22	36
KIF3A	65.72960404	39.94643494	37.60463826	39.04631846	29.43123533	24.86667587
KIF3B	1689.424471	1084.9446	1127.66539	1161.536782	1001.130566	1117.853473
KIF3C	59	35	43	17	19	34
KIF4A	37.5	52.5	77	63	18	50.5
KIF4B	31.5	36.5	54	46	11	42.5
KIF5A	1	2	4.5	1	3	0
KIF5B	1766.854167	775.8888889	925.3	547.8611111	339.8333333	523
KIF5C	33	225	229	140.2	93.5	157
KIF6	7	1	1	1	0	3
KIF7	53	22.5	24	15	13	13
KIF9	63	40	77	61	26	61
KIFAP3	304	89	68	62	48	69
KIFC1	30.79285715	40.36834734	47.97619048	26.1	15.75757576	26.75396826
KIFC2	45.46621053	30.11272924	16.71076112	12.19157957	11.62663374	15.58677827
KIFC3	237.0555556	150.2222222	142.6190476	98.83333333	61.45238095	115.3333333
KILLIN	1	0	0.25	0	0	1.166666667
KIN	17.25	18.91666667	13	22.5	3	8.333333333
KIR2DL1	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0
KIR2DL4	19.43259015	7.525194303	10.16320643	8.09654708	5.907189542	3.392306345
KIR2DL5A	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0
KIR2DS3	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0
KIR3DL1	16.36736631	7.240533882	5.945678415	4.56030936	4.237265595	6.767207582
KIR3DL2	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0
KIR3DP1	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0
KIR3DX1	0	0	0	0	0	0
KIRREL	4.468997669	0.559989031	0.53525641	0.340909091	0	0.512637363
KIRREL2	1	5	3	1	2	7
KIRREL3	109.0625	3.333333334	2	0.166666667	3.066666667	1.166666667
KISS1	2011.333333	30	39	8	16	13
KISS1R	7.103950631	4.609443181	5.932498086	4.576363583	3.998936364	3.672445401
KIT	29.48571428	12.45	14.7047619	7.533333333	6.485714286	10.02222222
KITLG	70.72380953	12.28571429	13	11	8	11.5
KL	0	0	0	0	0	0
KLB	29.73974586	14.97502251	11.35993116	16.93607544	12.82863983	8.657800532
KLC1	231.2436508	101.6428571	80.99999999	54.0099567	38.27142857	54.8051948
KLC2	73.70747074	60.0743038	41.25720618	30.2938955	24.97821917	43.10951914
KLC3	1	0	0	0	0	0
KLC4	412.7103169	244.3112305	246.9534722	215.5158369	119.9451046	192.41829
KLF1	0.5	1.25	2	0.642857143	0.5	1
KLF10	8.363636364	1	6.619047619	1	2.593837535	5.25
KLF11	20.68678161	14.87664432	10.98065476	7.844607843	6.003571429	7.295238095
KLF12	30	7	8	8	3	5
KLF13	300.3602564	73.4	107.4	60.2	49.3	57.8625
KLF14	2.177777778	0	0.333333333	0.411111111	0	0
KLF15	58.58333333	80	277	56	32	11
KLF16	102.5863354	70.26666667	57.29548872	48.64285714	26.06666667	39.2
KLF17	1.961637382	2.407377345	3.785007885	2.982770415	2.002637363	4.202645393
KLF2	11	0	0	0	0	0
KLF3	28	10	9	12.33333333	7.533333333	1.5
KLF4	14.66666667	1.30952381	0.083333333	1	0	3
KLF5	69	18	59	14	16.33333333	11.33333333
KLF6	1193.189471	158.2112576	276.3820349	121.3897376	107.1422559	146.356647
KLF7	20.47007576	12.18431373	17.50717518	10.24166667	1	5.395833333
KLF8	18	15.25	13	16	11	15.43181818
KLF9	145.1428571	11	8	6	7	7
KLHDC1	10	1	0	0	0	0
KLHDC10	41.69430861	27.83556884	26.10118603	16.55143925	10.93474663	11.02738095
KLHDC2	16	9	7	7	5	10
KLHDC3	54	90	45	58	25	55
KLHDC4	23	26.27272727	27.27272727	34.27272727	20	23
KLHDC5	24.37924524	12.2600935	16.95956435	16.88008319	7.215725941	6.346169108
KLHDC7A	29.99999999	45.66666666	41.33333334	39.66666666	19.33333333	38.66666666
KLHDC7B	7.474839743	7.166666667	6.892156863	1.333333334	3.125000001	3.333333333
KLHDC8A	0	0	0	0	0	0
KLHDC8B	219.5	62	89	46	47	60
KLHDC9	17	15	27	18	16	29
KLHL1	0	0	0	0	0	0
KLHL10	4	1	0	2	1	0
KLHL11	0.055555556	1	1	1	0	2.333333333
KLHL12	25	14	26	8	6	21
KLHL13	6.817226891	4.523809524	8.75	3	0	5.705882353
KLHL14	1	1	2	1	1	1
KLHL15	2	0	1	0	0	1
KLHL17	1	2	1	4	4	2
KLHL18	41.91666666	20.33333333	17	13.66666667	13	10.91666667
KLHL2	5	4	5	3	3	5
KLHL20	3357.380341	924.1919602	1192.841193	970.4816317	602.3343523	809.8222925
KLHL21	162	45	35	29	14	17
KLHL22	121.3463438	19.23333334	23.35167406	11.5497076	15.88333333	20.7998519
KLHL23	3	12	23	17	16	9
KLHL24	30.45866341	17.00308858	21.03193561	21.8978688	6.010025063	16.78644689
KLHL25	7	10	3	1	3	6
KLHL26	5	4	5	3	2	1
KLHL28	22.53347699	20.55589223	19.92994357	17.70087761	13.29114394	14.99883593
KLHL29	28	3	4	0	1	2
KLHL3	11.87424242	19.5	17.15882353	8.5	7	5.45
KLHL30	0	0	0	0	0	0
KLHL31	0	1	0	0	1	0
KLHL32	1.269184982	0.684170361	0.788576746	1.181045752	0.580409357	3.180263523
KLHL33	0	0	0	0	0	0
KLHL34	2	4	1	1	0	1
KLHL35	1	0	0	0	0	1
KLHL36	33.71819502	18.69828339	20.24689809	17.96701365	7.790326847	16.69234975
KLHL38	0	0	0	0	0	0
KLHL4	6.338913373	3.753372693	6.703374811	6.404837237	5.516078774	7.144391616
KLHL5	2993.759499	696.5660352	684.4965516	676.9579983	399.754369	463.142398
KLHL6	41.45847042	6.873441762	6.95436318	7.00931656	2.368971672	6.618260334
KLHL7	33.83172334	56.13412142	42.91851509	42.17684627	21.14587288	38.42938011
KLHL8	16.83051407	11.84145793	15.5657016	10.5426877	9.419420884	7.921989146
KLHL9	55.14285714	22	20	18	5	29
KLK1	0	5	1	0	1	1
KLK10	47.44890667	37.00456924	35.19981006	30.09976005	22.57094638	39.79105271
KLK11	1.166666667	1	0	0	0	2
KLK12	0	0	0	0	1	0
KLK13	1	1	0	2	2	2
KLK14	0	0	0	0	0	0
KLK15	0	0	1	1	1	0
KLK2	39.41825397	20.82936508	21.9992785	16.83333333	10.1461039	16.46984127
KLK3	0	0	0	0	0	0
KLK4	0	0	0	0	0	0
KLK5	0	6	4	5	2	0
KLK6	6	7.05	5.2	8.3	4.6	3.4
KLK7	2.666666667	10	17	10	4	13
KLK8	4	18	17	11	14	18
KLK9	0	0	0	0	0	0
KLKB1	13	16	13	35	22	50
KLKP1	7.640151516	1.05058275	1.810714286	2.204761904	0.971825397	2.879040404
KLRA1	0	0	0	0	0	0
KLRAQ1	12	7	6	5	3	3
KLRB1	0	0	0	0	0	0
KLRC1	1.8	1	0	0	0	2.4
KLRC2	0	0	0	0	0	0
KLRC3	79.83015873	63.16212121	87.57619047	50.14285715	47.77777777	46.15277778
KLRC4	0	0	0	0	0	0
KLRD1	227.2746123	159.8486415	187.2023393	155.6864512	141.1012587	149.6690503
KLRF1	5	4	0	1	2	2
KLRF2	0	0	0	0	0	0
KLRG1	36.67815487	32.55636673	34.69601444	26.36072459	16.35439648	27.03157115
KLRG2	0	3	4	1	1	1
KLRK1	1	0.125	0.333333333	1	1	0.333333333
KMO	1	0	0	0.5	0	0
KNCN	0	0	0	0	0	0
KNDC1	3	16	6	5	2	6
KNG1	0.32943723	0.695809188	2.433583959	0.638528139	0.848290599	1.118842269
KNTC1	27	75	67	42	32	55
KPNA1	859.9186509	320.952381	427.7333334	313.0000001	151.1052632	288
KPNA2	83.60226564	116.3650258	107.5783417	91.64276292	52.30939759	97.45248243
KPNA3	249	172	202	132	70	160
KPNA4	113.3333333	61.66666667	61	43	47	44
KPNA5	21.66666667	8.333333333	26.66666666	18	10	11
KPNA6	532.1650155	301.8505762	295.014046	264.2334516	195.4597245	273.1482188
KPNA7	0	0	0	0	0	0
KPNB1	9666.616035	10903.31692	11691.79139	9127.151844	5656.789414	6384.577707
KPRP	2	0	0	0	2	0
KPTN	8	8	5	8	6	10
KRAS	109	123	169	93	50	82
KRBA1	38	36	22	21	17	26
KRBA2	2.916666667	3.393478261	5.2	1.151811594	0.241666667	2.87204969
KRCC1	56.20040916	18.3741453	18.42079952	10.02222222	6.09005439	11.87619048
KREMEN1	43.17827158	34.43211676	34.29681108	38.0617957	26.6258856	37.75237516
KREMEN2	107.4	362.6666667	291	219	232	183
KRI1	105.8264411	129.9549235	101.2884503	92.50971758	50.56907994	91.28536245
KRIT1	384.7014289	283.2426527	243.2650325	204.2202439	149.0924513	230.5248705
KRR1	389	447	387	353	227	316
KRT1	0	0	0	0	0	0
KRT10	50.06252531	19.4789183	12.20827228	13.57218003	7.653801884	7.89859944
KRT12	0	0	0	0.052631579	0	0
KRT13	0	0.666666667	0	1	0	0
KRT14	4.515079365	1.642857143	1.142857143	0.642857143	0.125	1.142857143
KRT15	10.36735224	2.935352964	4.481132793	3.881523106	2.982491487	1.68015119
KRT16	4	2.5	1	1	0.625	1
KRT16P2	0	0	0	0	0	0
KRT16P3	49.69213385	19.28866357	18.21380822	12.61961937	13.46708707	12.59565341
KRT17	37.5	2	2	0	0.125	0
KRT18	786.0952381	913.6666666	979.8047619	664	533.9166667	548.3333334
KRT19	667	267.3333333	223.5	160	123.1	171.3333333
KRT2	10.37511884	3.319668738	4.402621017	1.19379085	1.966675868	5.141459418
KRT20	0	0	0	0	0	0
KRT222	1	1	2	3	1	0
KRT23	0	0	0	1	0	0
KRT24	1.140277777	0.111111111	0	0	0	0.194444444
KRT25	10.73798651	6.23594526	6.067762988	4.890443077	3.045509964	2.873963698
KRT26	13.40800866	4.871954842	2.683333333	7.916666666	6.166666667	2.666666666
KRT27	0	0	0	0	0	0
KRT28	0	0	0	0	0	0
KRT3	7.25	0	1.5	0	0	0
KRT31	29.61756769	16.17619048	17.83333333	11.61014493	8.133333333	23.06025641
KRT32	0.2	0	0	0	0	0
KRT33A	0.2	0	0	0	0	0
KRT33B	126.9654762	42.72619048	44.925	31.16120448	24.3773399	39.56071429
KRT34	152.2	2	1	0	0	2
KRT35	3.083333333	3.5	2	0.333333333	1.5	0
KRT36	30.44551404	13.07034874	13.98324204	3.726338534	9.148197042	29.88305596
KRT37	0	0	0	0	0	0
KRT38	0	0	0	0	0	0
KRT39	0	0	0	0	0	0
KRT4	0	0	0	0	0	0
KRT40	0	0	0	0	0	0
KRT42P	0.5	0	0	1	0.125	0
KRT5	20.01852944	8.853095238	7.613585434	8.142156863	7.708583959	4.452631579
KRT6A	0	0	0.25	0	0.142857143	0
KRT6B	21.94874861	12.51104803	7.285640794	6.770063085	5.172519019	7.364378761
KRT6C	19.68529619	3.524302131	7.547004903	4.8539312	5.093505403	3.646970272
KRT7	432.2912391	22.18662656	9.228560939	9.888868463	19.70809495	12.50836745
KRT71	0.833333333	2.583333333	1.879700855	2	0.25	0.476190476
KRT72	1	0	0	0	0	0
KRT73	297.7928776	108.7467676	115.9163296	108.5840563	121.7291374	111.6777333
KRT74	0.166666667	0	0	0	0	0.2
KRT75	0.125	0	0	0	0	0
KRT76	0	0	0	0	0	0
KRT77	0.166666667	0	0	0	0	0.2
KRT78	0.166666667	0	0	0	0	0.2
KRT79	8.097854467	11.1981203	2.514960281	3.737270959	3.301199677	2.970223731
