GeneID,GSM8253507,GSM8253508,GSM8253510,GSM8253512,GSM8253514,GSM8253515,GSM8253516,GSM8253517,GSM8253518
9832,0.003371,0.1406,0,0.1901,0,0.07549,0.1221,0,0
101927012,0,0,0,0,0,0,0,0,0
105378218,0,0,0,0,0,0,0,0,0
6690,0,0.08231,0,0,0,0,0.05837,0.05237,0
389336,0.006236,9.157,0.005762,0.857,0.1561,0.4761,12.7,0.2567,1.511
117156,0,0.359,0,0,0,0,0.5092,0,0
11005,0,0,0,0.1381,0,0.07182,0,0,0.1784
408187,0,0,0,0,0,0,0,0,0
404203,0,0,0,0,0,0,0,0,0
105378220,0,0,0,0,0,0,0,0,0
102546294,0.04441,0.0126,0.06839,0.03912,0.01611,0,0.05362,0.06415,0.05857
153218,0,0,0,0.03547,0,0,0.09723,0,0
84651,0,0,0,0,0,0,0,0,0
643394,0,0,0,0,0.02097,0,0,0,0
81545,6.048,6.581,6.552,6.565,5.935,6.595,6.154,5.865,8.689
3360,0,0,0,0,0,0,0,0,0
107986462,0,0,0,0,0,0,0,0,0
105378221,0,0,0,0,0,0,0,0,0
154,1.264,2.773,1.182,1.931,0.464,1.658,3.29,0.4288,3.825
79628,0.1409,0.139,0.06837,0.3828,0.0537,0.3347,0.2141,0.04962,0.1661
693169,0,0,0,0,0,0,0,0,0
255187,0,0.03341,0,0,0,0.03995,0,0,0
22885,9.371,3.766,10.32,18.7,7.019,18.07,4.643,5.458,3.001
134265,1.875,2.451,1.182,2.427,0.963,2.505,2.508,1.094,1.393
134266,5.893,5.74,7.109,5.286,8.123,4.187,6.517,6.861,8.612
106144529,2.326,2.706,2.149,2.185,3.713,2.052,3.369,2.855,4.754
78991,1.716,2.21,1.839,2.838,1.444,3.071,2.187,1.368,1.634
27190,0.1564,0.3846,0.1284,0.15310000000000001,0.09458,0.3007,0.5874,0.1318,0.1203
101927046,0.02641,0.01124,0,0.02327,0,0,0,0,0
728264,5.052,5.884,3.408,2.102,4.352,1.199,8.719,3.559,3.617
406935,1.76,1.248,1.355,0,1.277,0.597,2.833,0.9531,0.8702
406937,18.02,17.44,13.38,3.734,11.92,2.877,36.25,14.16,15.37
1452,58.52,39.98,61.54,46.28,60.19,50.81,35.29,57.28,47.37
389337,0.2756,1.038,0.4172,0.3978,0.7597,0.4596,0.8001,0.7179,0.2378
105378224,0,0,0,0,0,0,0,0,0
133522,0.04745,0.2444,0.02411,0.1108,0.03874,0.09659,0.2349,0.03598,0.1807
494327,0,0,0,0,0,0,0,0,0
5145,0,0.03947,0,0.004085,0.005048,0.00472,0.02799,0,0
644762,0.01919,0,0.05319,0,0.02089,0.01953,0.09267,0,0.03796
1836,4.373,11.02,4.879,8.623,3.357,8.278,8.458,4.031,5.478
81789,1.909,1.651,1.998,2.122,1.475,1.982,1.199,1.534,1.378
22993,11.97,15.48,11.4,15.58,14.02,17.09,19.56,10.89,15.5
1436,0.2253,0.3712,0.1611,0.16,0.09492,0.1553,0.4036,0.06298,0.1366
5159,63.35,45.68,63.14,30.86,58.29,27.75,33.28,70.38,31.73
1044,0.05254,0.02982,0.03236,0.108,0.0572,0.03565,0,0.1138,0
6534,0,0,0.005176,0.02468,0,0.01711,0,0,0
815,0.1564,0.01024,0.1111,0.04768,0.0982,0.06734,0.05083,0.06515,0.05948
340075,3.645,4.174,2.833,3.149,1.75,3.588,3.557,2.077,3.487
105378225,0,0,0,0,0,0,0,0,0
105378226,0,0,0,0,0,0,0,0,0
6949,7.631,8.05,8.225,10.47,7.11,11.68,8.021,7.225,12.92
972,1.066,0.4536,0.3165,0.979,0.4889,1.015,0.5055,0.3546,0.527
6208,169,153.7,138.5,166.7,178.5,125.7,220.7,154,227.4
102546298,11.3,10.21,6.916,5.921,11.81,8.319,7.654,13.07,6.95
3340,71.79,65.83,48.24,47.41,81.77,63.24,60.22,77.88,47.74
11346,8.038,10.63,3.804,10.11,6.167,11.38,11.46,5.471,5.649
91977,0.4664,0.8373,0.1645,1.098,0.2677,0.9408,1.27,0.4042,1.132
55696,12.81,11.97,12.27,15,13.23,14.74,14.11,12.19,16.78
51164,15.3,15.46,15.41,15.22,14.69,17.02,13.84,14.88,18.48
85027,10.8,2.619,9.119,2.006,6.945,2.074,3.329,7.315,4.202
345611,0.02637,0.1047,0.0406,0.06968,0.06697,0.02684,0.1167,0.04761,0.01739
91975,2.973,3.123,2.285,4.697,2.368,3.328,5.788,1.829,4.179
134466,1.387,0.1422,1.353,0,1.245,0,0.4808,1.113,0
105378228,0.01731,0.02947,0,0.04574,0.07537,0.07047,0.06269,0.01875,0
2878,1.03,3.02,0.5815,2.016,0.7059,1.805,2.832,1.054,2.188
10318,8.465,12.01,9.298,17.06,10.25,17.88,12.29,10.57,15.84
309,109.8,147.6,109.6,139.7,107.2,176.5,109,127.1,111.5
107986463,0,0,0,0,0,0,0,0,0
26112,0.3751,1.768,0.2198,2.023,0.4581,2.393,1.447,0.5054,1.041
105378230,0.06132,0.2088,0.05665,0.1981,0.06675,0.208,0.1234,0.06642,0.08086
2760,10.41,11.9,10.11,31.01,12.31,34.14,9.948,10.47,8.628
285641,0.02015,0,0,0,0,0,0.01217,0,0.009967
153201,0.008183,0,0,0,0,0,0,0,0
105378234,0,0,0,0,0,0,0.009587,0,0
206358,2.408,2.069,2.575,2.146,3.022,2.046,2.261,2.059,1.819
2196,0.05288,0.006669,0.02533,0.0207,0.03198,0.007974,0.02128,0.04243,0.02324
102465246,0,0,0,0,0,0,0,0,0
105378231,0,0,0.2882,0,0,0,0,0,0
6678,1097,1914,931.7,1552,1515,1655,1378,1656,845.4
101927096,43.65,78.8,33.18,59.8,65.13,71.64,55.98,67.66,35.25
475,58.55,56.86,63.42,76.28,63.59,75.58,68.61,53.7,54.25
105378235,0.2184,0.3512,0.3587,0.3207,0.4491,0.1482,0.5274,0.4469,0.408
100652758,2.847,1.974,1.846,2.541,2.729,2.571,1.57,2.41,2.2
10146,15.84,17.25,14.89,21.06,11.66,19.7,11.74,14.2,18.84
2741,0,0.01441,0,0,0.03686,0.01723,0,0.01834,0.03349
112267935,0,0,0,0,0,0.01916,0,0,0
101927115,0,0,0,0,0,0,0,0.08356,0.1526
105378236,0,0,0,0,0,0,0,0,0
105378237,0,0,0,0,0,0,0,0,0
56923,0,0,0,0,0,0,0,0,0
101927134,0,0,0,0,0,0,0,0,0
2890,0.3052,5.567,0.1432,0.02987,0.4852,0.004931,4.369,0.7662,1.821
105378238,0,0,0,0,0,0,0,0,0
107986464,0,0,0,0,0,0,0,0,0
107983980,0,0,0,0,0.0162,0,0.01797,0.03224,0
10827,4.713,4.11,5.239,4.675,4.807,4.382,4.507,4.169,4.793
4238,9.547,13.25,9.353,10.69,10.53,11.15,11.69,9.919,12.54
55568,30.11,59.92,30.08,54.41,31.67,62.39,43.62,32.5,41.61
107986465,0.1192,0.6223,0.2496,0.217,0.1471,0.2588,0.7483,0.155,0.3458
100302181,0,0,0,0,0,0,0,0,0
386627,0.7389,2.692,0.7992,1.913,1.079,2.403,2.633,0.6345,1.613
79685,5.684,3.383,5.747,3.987,4.835,4.197,3.359,5.447,4.447
9421,0,0,0,0,0,0,0,0,0
100422950,0,0,0,0,0,0,0,0,0
23367,29.33,32.5,32.4,30.26,29.34,34.23,27.43,31.33,32.44
100302284,0,0,0,0,0,0,0,0,0
112267936,0.2168,0.04613,0.1669,0.2228,0.1573,0.07354,0.109,0.1761,0.3216
10826,5.671,3.619,5.532,3.643,7.446,3.447,3.25,5.542,2.849
100616306,0,0,0,0.6599,2.039,0.3812,0,0.4057,0
9337,14.04,11.9,12.11,12.64,14.42,12.34,11.06,13.05,13.26
25929,3.471,4.711,3.542,5.478,3.103,5.054,2.97,3.717,6.395
29093,5.046,5.746,4.336,7.44,4.735,6.971,6.6,4.405,7.791
285643,0.07086,0.04826,0.04583,0.06242,0.01543,0.03606,0.03422,0.03071,0.05607
105378239,0,0.02285,0,0.02365,0,0,0,0,0
6444,27.93,0.1151,17.19,0,20.41,0,0.085,30.05,0.5988
105377673,0,0,0,0,0,0,0,0,0
153743,0.4453,0.4027,0.3471,0.4781,0.2575,0.2833,0.42,0.2713,0.4955
91937,0,0,0,0,0,0,0,0,0
26762,0,0,0,0,0,0.009691,0,0,0
84868,0,0.01183,0.01284,0,0.06051,0.02829,0,0,0.01374
9443,4.83,4.425,4.897,5.509,4.151,3.247,5.601,4.254,5.342
153745,0,0,0,0,0,0,0,0,0
3702,0,0,0,0,0.01513,0,0,0,0
26999,0.219,4.79,0.6825,1.96,1.435,5.845,7.742,0.1768,8.046
408263,0,0,0,0,0.03249,0,0.03604,0,0.04428
102724404,0.14,1.788,0.06469,0.1542,0,0.1069,2.705,0.03792,0.1385
348938,0,2.441,0.01641,1.197,0.03866,1.41,1.887,0,1.054
8728,7.39,54.67,8.04,26,5.182,28.53,40.82,6.667,18.75
11063,0.02673,0.03792,0.107,0,0.7759,0.07255,0.04303,0.8011,1.084
105377675,0.1869,0.1701,0.262,0,0.4209,0.006559,0.2023,0.2862,0.03187
100190949,0.03437,0.08777,0.06351,0.03028,0.3928,0.03498,0.08299,0.4096,0.6119
105377676,0,0,0,0,0,0,0.02986,0.05358,0
54974,3.228,3.257,3.816,4.458,3.401,3.189,3.313,3.25,4.423
134353,1.117,2.373,0.8572,1.522,1.134,1.123,2.383,1.072,2.023
9685,20.71,28.05,23.65,26.78,18.82,30.03,28.4,19.01,29.77
107986466,0,0,0,0,0,0,0.05798,0,0
105377677,0,0,0,0,0,0,0,0,0
105377678,0,0,0,0,0,0,0,0.09189,0
105377680,0,0,0,0,0,0,0,0,0
101927697,0,0,0,0,0,0,0,0,0
1879,0.6764,0.1556,0.61,0.08246,0.5529,0.1118,0.119,0.5894,0.2648
101927740,0.7275,0.03697,0.7223,0.01913,0.851,0.01105,0.02622,0.9645,0.06444
107986467,4.728,0.1626,3.971,0.631,5.77,0.3402,0.6918,4.397,0.8029
153830,17.49,20.36,16.59,19.27,16.21,17.4,14.57,19.04,17.72
107986468,0.2487,0.6351,0.1532,0.7303,0.1805,0.1688,0.2002,0.0898,0.164
105377682,0,0,0,0,0,0,0,0,0
134510,17.06,19.6,19.82,22.89,19.12,21.68,16.73,16.78,22.49
105377683,0,0,0,0,0,0,0,0,0
3593,0.0263,0.02239,0.01215,0.01158,0,0,0.01588,0.01425,0
107986469,0,0,0,0,0,0,0,0,0
285626,0.03935,0,0.05454,0,0.04284,0,0.02375,0.02131,0
285627,0,0,0,0,0,0,0,0,0
105377685,0.00745,0.003171,0.04474,0.0525,0,0.01516,0.004497,0,0
105377684,0.00905,0,0.008362,0,0.009852,0,0,0,0
105377687,0,0,0,0,0,0,0,0,0
105377688,0,0,0,0,0,0,0,0,0
101927766,0,0,0,0,0,0,0,0.006006,0
105377689,0.02678,0,0,0,0,0,0,0,0
147,0.3311,0.2616,0.6422,0.2838,0.4092,0.2672,0.1909,0.3587,0.1888
101927790,0,0.005701,0.03094,0,0.00729,0,0.03234,0,0
7265,25.82,38.55,26.57,42.69,26.81,39.48,40.7,26.81,54.98
114825,1.201,2.005,1.357,1.943,1.086,1.989,1.911,1.204,2.46
2172,0.04001,0.03406,0,0.03525,0,0,0.1932,0,0
105377690,0,0,0,0,0,0,0,0,0
79616,0.00743,1.894,0.006865,1.718,0.004044,1.743,1.817,0,1.569
105377691,0,0.007236,0,0.007489,0,0,0.03079,0,0
114898,0.735,0.6256,0.6993,0.831,0.2866,0.6587,0.4238,0.4872,0.5425
63920,2.296,2.153,2.17,2.528,1.504,2.001,2.823,1.232,2.964
10569,11.34,9.046,12.02,9.911,11.07,10.35,7.335,11.55,11.87
9232,18.06,22.49,15.85,31.87,6.329,16.28,14.14,11.67,27.49
107075116,0.09388,0.01142,0.03717,0.1654,0.0146,0.04095,0.1457,0.01453,0.1061
100422938,0,0,0,0,0,0,0,0,0
406938,0,0,0,0.2766,0,0,0.3791,0,0
23120,0,0,0,0,0,0,0,0,0
285629,0,0.01139,0,0.02358,0,0,0,0,0
105377693,0,0,0,0,0,0,0,0,0
2561,0,0,0,0,0,0,0,0,0
105377694,0,0,0,0,0,0,0,0,0
2559,0,0,0,0,0,0,0,0,0
105377696,0,0,0,0,0,0,0,0,0
2554,0,0,0,0,0,0,0,0,0
104326188,0,0,0,0,0,0,0,0,0
2566,0,0,0,0,0,0,0,0,0
105377697,0,0,0,0,0,0,0,0,0
105377698,0,0,0,0,0,0,0,0,0
105377699,0,0,0,0,0,0,0,0,0
105377700,1.156,1.658,1.082,1.227,2.508,1.894,2.045,1.149,2.404
900,27.82,36.94,26,36.33,50.65,44.05,47.48,27.74,58.56
134492,2.421,2.393,2.507,2.201,2.325,2.124,1.916,2.31,2.44
3161,8.102,7.581,7.019,11.81,1.795,2.528,1.543,4.612,4.475
101927813,2.229,1.773,1.675,2.525,0.5333,0.748,0.3845,1.3,1.333
27430,26.66,24.06,23.75,29.28,25.1,22.42,24.98,21.62,26.7
102724458,0,0,0.07418,0,0.05244,0,0,0.05218,0
105377703,0,0.01689,0,0,0,0,0.0479,0,0.01472
101927835,0,0,0,0,0,0,0,0,0
102546299,0,0.04539,0,0,0,0,0.06438,0,0.05274
105377702,0,0,0,0,0,0,0.01574,0,0
105377701,0,0,0,0,0,0,0,0,0
107986370,0,0,0,0,0,0,0,0,0
105377705,0,0,0,0,0,0,0,0,0
105377706,0,0,0,0,0,0,0.1395,0,0
102557615,0,0,0,0,0,0,0,0,0
57451,17.34,0.639,19.03,0,13.26,0,0.2486,18.09,0.1703
101927908,0,0,0,0,0,0,0,0,0
105377709,0.02155,0.03669,0.02655,0,0.03128,0,0.01735,0.007783,0.01421
113219458,0,0,0,0,0,0,0,0,0
101927862,0.18,0,0.05545,0,0,0,0,0,0
23286,0.5392,1.826,0.4982,1.391,0.2042,1.416,1.59,0.1778,3.134
5917,37.69,46.5,43.04,51.83,34.97,65.22,46.62,34.96,59.8
345630,0.5844,0.1592,0.1296,0.103,0.3562,0.3807,0.3104,0.3545,0.06935
79646,9.084,11.36,8.594,9.601,8.208,9.169,9.736,7.703,11.22
406895,0,0,0,0.3511,0,0,0,0,0
100302238,0,0,0,0,0,0,0,0,0
6586,20.53,2.821,19.08,2.52,25.69,2.646,1.716,28.48,1.695
101927969,1.834,0.2851,2.107,0.2108,2.709,0.276,0.2503,3.007,0.142
407001,0,0,0,0.249,0,0,0,0,0
107986470,0,0,0.004641,0,0,0,0,0,0
105377713,0,0,0.03258,0,0,0,0,0,0
107986472,0,0,0,0,0,0,0,0,0
728095,0.1431,0,0,0,0.07788,0,0,0,0
105377712,0,0,0,0,0.03133,0,0,0,0
693170,0,0,0,0,0,0,0,0,0
105377714,0.01157,0,0.005344,0,0,0.005887,0,0.01253,0.00572
105377715,0,0,0,0,0.03065,0,0,0,0
54908,20.46,12.18,25.11,10.34,15.08,5.753,9.766,18.16,9.246
1794,1.282,0.8569,1.492,0.1919,0.8462,0.2101,0.6727,1.371,0.3515
100131897,6.234,6,11.47,1.812,9.882,2.24,5.551,10.36,5.875
100616498,0,0,0,0,0,0,0,0,0
2299,0,0,0,0,0,0,0,0,0
100507267,0,0,0,0,0,0,0.1125,0,0
133874,0,0,0,0,0,0,0,0,0
3937,0,0,0,0,0,0,0,0,0
100128059,0,0,0,0,0,0,0,0,0
257358,0,0,0,0.01221,0,0,0,0.01502,0
30820,0,0.02284,0,0,0,0,0.008099,0,0.006635
3779,0,0.346,0.01211,0,0.01427,0,0.3957,0,0.07781
101928033,0,0.08712,0,0,0,0,0,0,0
105377716,0,0,0,0,0,0,0,0,0
107986473,0,0,0,0,0,0,0,0,0
107986474,0,0,0,0,0,0,0,0,0
107986475,0,0,0,0,0,0,0,0,0
2568,0,0,0,0,0,0,0,0,0
64901,0.1069,0.5015,0.381,0.8015,0.2256,0.6929,0.5163,0.1915,0.6819
30012,0,0.05175,0,0,0,0,0,0,0
109616973,0,0,0,0,0,0,0,0,0
100500831,0,0,0,0,0,0,0,0,0
4869,228.5,316.2,249.3,349.5,223.1,290.9,285.2,218.8,414.4
8817,0,0.1854,0.2013,0.06853,0.1524,0,0.1315,0.1348,0.1231
105377721,0,0,0,0,0,0,0,0,0
105377720,0,0,0,0,0,0,0,0,0
105377722,0,0,0,0,0,0,0,0,0
107986392,0,0,0,0,0,0,0,0,0
105377724,0,0,0,0,0.05068,0,0,0.03363,0
105377723,0,0,0,0,0,0,0,0,0
644994,0,0,0,0,0,0,0,0.06354,0
105377725,0,0.008301,0,0.02577,0,0.009925,0,0,0.01929
107986476,0.004403,0.01124,0.0122,0,0.04793,0.03137,0.02658,0.00954,0.01742
23291,6.904,8.53,7.529,8.786,7.44,9.736,6.81,7.943,8.295
6793,10.63,14.77,12.84,13.92,10.23,17.16,15.67,9.948,16.76
107986477,0.0634,0.1259,0.1757,0.1489,0.161,0.3011,0.30620000000000003,0.1145,0.2926
285588,0.04416,0,0.0816,0,0.04807,0,0.1066,0,0
92181,14.83,15.38,13.41,15.09,13.6,13.89,11.88,15.46,11.66
100288254,0,0,0,0,0,0.03512,0,0.01869,0
285590,9.439,13.32,11.24,10.66,8.092,10.03,9.3,9.197,11.81
105377727,0,0,0,0,0,0,0,0,0
107984004,0,0,0,0,0,0.03276,0,0,0.03183
105377728,0,0,0,0,0,0,0,0,0
105377729,0,0,0,0,0,0,0,0,0
107986478,0,0,0,0,0,0,0,0,0
54492,1.446,0.6629,1.421,1.398,0.6792,0.8468,0.3971,1.079,1.526
100847029,0,0,0,0,0,0,0,0,0
107986479,0,0,0,0,0,0,0,0,0
101928093,0,0.0345,0.07489,0,0.08824,0,0,0,0
1843,24.54,47.19,37.91,16.48,24.53,15.94,54.82,23.1,83.54
105377730,0.08662,0.05325,0.06669,0.01696,0.02619,0.004898,0.06391,0.01564,0.03332
57222,47.67,48.64,51.6,49.59,43.4,54.52,39.93,48.92,50.79
113218510,2.454,8.009,5.669,3.964,2.672,3.747,7.408,1.329,2.832
51121,14.05,12.74,16.5,13.97,18.12,12.65,19.19,13.78,22.96
100268168,0.7935,0.7417,1.236,0.3838,1.778,0.2376,1.108,0.6911,1.093
8992,70.87,92.15,69.53,116.7,83.33,105.6,119.4,72.15,88.28
677841,0,0,0,0.2685,0.1659,0,0.5519,0.1651,0
153222,2.894,1.365,3.248,1.803,5.318,1.67,1.401,3.823,1.273
662,4.468,6.089,4.186,7.595,4.681,6.918,7.598,4.954,9.627
1482,0,0.04076,0,0,0,0,0.01445,0,2.238
105377731,0,0.05412,0,0.01867,0,0.04314,0.05117,0,0.02096
113219469,0,0,0,0,0,0,0,0,0
8614,82.09,250.8,91.46,77.15,120.1,83.9,200.3,114.6,143.4
102465862,0,0,0,0,0,0,0,0,0
105377732,0.009718,0.08686,0.004489,0.03852,0.01587,0.05935,0.176,0.02632,0.04325
105377733,0,0.07704,0,0,0.04926,0,0.1093,0,0.08951
285593,0.02057,0.02626,0.05701,0,0.02239,0,0.04966,0,0.02034
105377735,0.08511,0.07245,0.1081,0,0.04633,0,0.1028,0.0461,0.06314
91272,21.3,21.11,19.07,25,22.82,22.72,23.65,20.61,25.26
107986480,0,0,0,0,0,0,0,0,0
105377736,0,0,0,0,0,0,0,0,0
101928136,0,0,0,0,0,0,0,0,0
107984118,0,0,0,0,0,0,0,0,0
107986482,0,0,0,0,0,0,0,0,0.06017
101928154,0,0.03571,0,0,0,0,0,0,0
80315,2.024,2.859,2.166,3.097,2.336,3.543,2.602,2.022,2.588
133491,0,0,0,0,0,0,0,0,0
51617,0,0.01126,0,0,0.0144,0,0,0,0
102724551,0.004062,0,0,0,0,0,0.004904,0,0
101928176,0,1.079,0.07986,0,0.03136,0.05865,1.774,0,0.6554
107986483,0,0,0,0,0,0,0,0,0
105377739,0,0.05251,0.02849,0,0,0,0.1862,0,0
105377740,0,0,0,0,0,0,0,0,0
105377741,0,0,0,0,0,0,0.1935,0,0
4488,0.5032,32.4,0.607,1.822,0.563,2.106,28.66,0.3483,24.89
100616202,0,0,0,0,0,0,0,0,0
105377742,0.1755,1.121,0,0.09663,0,0.08932,1.086,0,0.6293
441116,0,0,0,0,0,0,0,0,0
107986484,0,0,0.07092,0,0,0,0,0,0
1812,0.1003,0.2429,0.007125,0.1291,0.1847,0.1177,0.2607,0.1504,0
94081,11.47,19.55,10.23,18.46,10.27,16.58,16.57,10.37,18.62
3274,0,0.324,0,0,0,0,0.2075,0,0.4291
105377743,0,0.005279,0,0,0,0,0.007487,0,0.0184
10814,0,0,0,0.004701,0,0,0,0,0
105377744,0,0,0,0,0,0,0,0,0
107986485,0,0.002161,0.002345,0.008944,0,0.01033,0.003064,0,0
84321,4.911,10.4,4.288,7.553,7.9,7.232,9.067,7.989,16.96
107986486,2.175,4.208,2.046,2.927,4.047,3.462,3.534,4.113,8.019
105377745,0,0,0,0,0,0,0,0,0.02765
105377746,0.01158,0,0,0,0.0126,0,0,0,0.01145
100996385,0,0,0,0,0,0.02041,0,0,0
202134,0,0,0,0.01527,0,0,0,0,0
100507387,0,0,0,0,0,0,0,0,0
107986487,0,0,0,0,0,0,0,0,0
643201,0.02173,0.02466,0.1338,0.02552,0.07885,0.08109,0.06121,0.1177,0.04298
375484,1.148,0.9044,1.088,1.289,0.6996,1.191,0.7131,1.07,1.113
57179,32.71,49.26,32.25,40.82,34.92,43.29,54.63,32.84,43.46
285598,4.074,4.598,3.467,2.509,3.496,2.691,4.457,3.693,4.955
100302203,1.807,0,0,0.6369,0,0,0,0.3916,0
51491,14.83,21.36,14.2,25.45,13.47,20.62,20.36,13.83,23.32
192286,36.79,37.35,34.43,44.64,38.34,43.35,39.43,35.32,36.44
1212,24.35,24.44,24.18,41.31,28.42,42.69,24.19,25.24,26.48
23197,17.56,21.54,19.17,21.97,18.6,19.67,18.1,17.64,25.39
22838,2.995,3.858,2.659,4.202,4.501,3.334,4.48,3.612,3.313
112267951,0.04885,0.08316,0.06318,0.06885,0.2446,0.1193,0.2005,0.04233,0.08697
54825,0.07463,0.05198,0.05642,0.1375,0.02216,0.1036,0.08191,0.0294,0.08724
114787,1.41,1.581,1.092,3.771,0.5755,2.9,0.9928,0.7874,1.75
6620,0,0.03522,0,0.1093,0,0.04211,0.0333,0,0
100422962,0,0,0,0,0,0,0,0,0
253314,0,0,0,0,0,0,0,0,0
26262,20.59,24.79,17.91,28.64,20.39,28.86,25.59,19.05,23.63
102577424,0,0,0,0,0,0,0,0,0
90249,0.02234,0.04183,0,0.01968,0,0.009094,0.01618,0,0.004418
3101,0,0,0,0.007454,0,0,0,0,0
51720,6.696,7.317,5.971,6.557,6.31,6.568,7.802,6.016,9.347
23567,1.411,1.911,1.458,1.902,1.718,1.766,2.017,1.582,1.988
2264,0.08835,0.3008,0.04535,0.1557,0.02137,0.08992,0.1659,0.0319,0.04854
64324,7.153,6.776,6.128,5.453,6.861,7.115,5.541,6.255,6.748
53917,12.24,13.01,12.79,13.94,14.92,12.9,19.74,10.73,14.58
27166,48.74,70.82,41.09,88.08,43.53,83.39,68.27,46.31,73.06
83463,14.89,16.95,11.69,21.55,9.672,17.81,16.77,11.29,16.74
10960,61.56,62.44,84.67,85.61,71.76,98.68,54.07,72.31,64.34
10636,0.6425,1.343,0.7987,1.184,1.068,0.9037,1.961,1.152,1.941
6569,0,0.01169,0,0,0,0.004658,0.005525,0,0.004526
345456,0,0,0,0,0,0,0,0,0
2161,0.09802,0.7033,0.1294,0.6291,0.04573,0.4989,0.5579,0.1365,0.7618
2870,4.178,4.999,4.195,6.966,3.689,5.403,4.59,4.856,6.539
340037,0.2137,0.2977,0.2693,0.4964,0.1481,0.2373,0.3988,0.0421,0.5381
80758,0.8729,1.298,0.5191,1.517,0.4478,1.219,1.454,0.3587,1.188
1627,50.08,90.8,76.09,85.28,39.09,82.08,81.36,48.82,54.4
9260,136.1,182.9,119.9,161.4,96.47,150.8,242.6,109.7,150.6
79930,1.054,1.495,0.8112,1.419,0.6732,0.948,3.189,0.8105,1.54
51428,16.98,18.34,16.29,19.71,17.59,18.96,21.85,16.5,22.2
54540,9.179,6.843,7.421,6.181,11.99,4.895,14.06,7.551,9.338
107986488,0.6149,0.481,0.4299,0.5051,0.7508,0.3637,1.053,0.4771,0.674
105377750,0.02503,0.06392,0.1388,0.1543,0.2452,0.1274,0,0.02711,0
54732,65.45,117.5,80.03,112.9,72.72,125.7,93.83,75.79,89.58
11285,11.52,16.11,12.18,18.74,12.37,20.45,18.66,11.81,17.2
202181,1.186,0.6391,0.935,1.457,0.5567,0.9192,0.8933,0.6129,0.904
107986489,0.01314,0,0,0,0,0,0,0,0
285596,0,0,0,0.008235,0,0.004757,0.01129,0,0
105377752,0,0,0,0,0,0,0,0,0
107986490,0.03938,0.03352,0.01819,0.01734,0.02143,0,0,0.021329999999999998,0.03895
107986491,0,0,0,0,0,0,0,0,0
105377753,0,0,0,0,0,0,0,0,0.05423
728554,3.641,8.053,4.166,5.576,7.446,5.109,6.861,8.276,15.75
100128340,0.7065,3.136,0.5595,4.535,0.1099,4.212,3.839,0.2733,0
5626,0,0,0,0,0,0,0,0,0
653316,0,0,0,0.05985,0,0.01976,0.04687,0,0.0096
107986492,0,0,0,0,0,0,0,0,0
105377754,0,0,0,0,0,0,0,0,0
23138,0.0491,0.0912,0.06187,0.09831,0.01458,0.05907,0.04851,0.01934,0.106
64777,6.01,6.121,5.189,6.362,6.141,6.55,8.018,5.922,8.731
55651,34.03,49.86,33.22,56.15,31.86,51,52.02,36,66.57
64396,0.01084,0,0.01002,0,0,0,0,0,0
3182,59.91,86.15,59.23,95.32,39.42,86.42,66.79,53.96,95.52
85007,4.979,3.198,5.004,3.361,6.134,3.136,5.067,4.175,4.642
112267937,0,0,0,0,0,0,0,0.03257,0.02974
91522,0.0853,0.005585,0,0,0,0,0,0.04265,0
105377757,0,0,0,0,0,0,0,0,0
105377756,0,0,0,0,0,0,0,0,0
57396,8.864,4.798,7.571,5.053,10.15,3.753,8.888,6.63,6.201
102724657,0,0.02598,0,0,0,0,0.03685,0,0.03019
6940,4.302,3.662,3.778,3.799,4.419,3.045,4.784,3.566,5.139
729522,0,0,0,0,0,0,0,0,0
117608,3.75,2.737,4.174,3.195,4.215,2.095,4.89,2.965,3.742
107986493,0.1746,0,0.08068,0,0.09506,0,0.2109,0,0
80108,0.5031,0.3184,0.2741,0.1136,0.2247,0.1444,0.2959,0.2376,0.1403
285676,0.3935,0.05789,0.2423,0.2353,0.4071,0.2076,0.07624,0.3105,0.3267
2916,0.01548,0,0.01907,0.01818,0,0,0.03738,0.02236,0.01531
345462,0.8766,0.7644,0.7836,0.5211,0.8379,0.5368,1.119,0.7875,0.8177
30832,2.841,2.457,3.02,2.45,2.73,2.056,2.547,2.571,3.41
9509,32.68,7.817,31.24,0.2023,31.65,0.1602,6.403,34.31,5.145
105377759,0,0,0.07826,0,0,0,0,0,0
107986494,0,0.1406,0.07632,0,0,0,0.133,0,0.05447
105377761,0,0,0,0,0,0,0,0,0
105377762,0.1886,0,0,0.09967,0.26,0,0.03035,0.1498,0.01243
80230,8.29,5.801,6.44,6.537,7.081,6.518,5.032,7.299,6.418
101928445,1.486,0.9961,1.023,1.17,1.566,0.9496,1.317,1.113,0.9384
3187,93.94,74.79,78.05,92.11,85.99,79.89,98.37,71.47,109.1
285679,0,0,0.0257,0,0,0,0,0.01507,0
105377763,0.3576,0.2609,0.3776,0.2925,0.3337,0.364,0.4009,0.5258,0.4295
646019,0.1791,0.09146,0.2978,0.03155,0.117,0.07291,0.1297,0.194,0.07085
821,89.63,166.9,178.5,151.2,90.73,164.6,112.4,104.1,170.1
9794,8.816,9.424,6.821,8.79,7.971,8.263,8.73,8.126,7.986
4056,1.126,0.1321,1.398,0.03419,1.394,0.237,0.1406,1.303,0
