GeneID,GSM8253507,GSM8253508,GSM8253510,GSM8253512,GSM8253514,GSM8253515,GSM8253516,GSM8253517,GSM8253518
100287102,0.07527,0.08009,0.03477,0.01658,0.2253,0.01915,0.2045,0.1427,0.07445
653635,14.32,9.768,15.59,10.4,12.95,8.174,20.98,9.518,11.89
102466751,25.6,25.3,27.45,12.08,23.39,15.82,49.67,19.31,18.99
107985730,0,0.04919,0.05339,0.0509,0,0.05881,0,0,0
100302278,0.2253,0,0,0,0,0,0,0,0.2228
645520,0.02751,0,0,0.02424,0,0,0,0,0
79501,0,0,0,0,0,0,0,0,0.03349
100996442,0.6098,0.2866,0.9273,0.319,0.325,0.2909,0.5598,0.2477,0.3832
729737,0.3975,1.499,0.362,2.086,0.4822,1.746,3.113,0.3445,1.972
102725121,0.05804,0.06587,0.08937,0.03408,0.379,0,0.1635,0.2724,0.15310000000000001
102723897,13.96,10.05,13.9,10.29,15.37,8.014,21.06,10.96,14.39
102465909,11.89,6.616,7.603,8.055,9.455,3.723,11.59,7.924,10.85
107985721,0,0.009779,0.01061,0.02024,0.01251,0.01169,0.02774,0,0.02273
112268260,0.132,0.05218,0.2178,0.04569,0.1283,0.0288,0.1366,0.05108,0.06063
729759,0,0,0,0,0,0,0,0,0.03274
100132287,1.131,1.895,0.9004,2.682,1.355,2.15,3.53,0.8554,3.377
105378947,0.05307,0.04518,0.1716,0,0.1444,0.04051,0.08009,0.07187,0.06562
101928626,0,0.03316,0.03599,0,0,0.119,0,0,0
113219467,2262,1713,2029,2877,2032,1510,4875,1190,2105
81399,0.04841,0.009157,0.02982,0.01421,0.02342,0.01642,0.02597,0.005826,0.03192
100133331,1.426,1.666,1.149,1.961,1.806,1.696,3.452,1.135,2.634
107984841,2.182,2.029,1.892,2.366,2.887,2.084,4.094,1.564,3.719
107984847,4.871,4.965,3.257,7.736,5.721,6.263,9.751,2.639,11.28
107984849,1.665,1.323,1.641,2.25,2.538,2.147,2.547,1.203,2.745
100288069,2.063,1.197,1.676,1.119,2.073,0.877,2.081,1.032,1.278
105378580,0.2057,0.1288,0.2012,0.1546,0.1778,0.06774,0.263,0.1442,0.1317
400728,0.2878,0.09529,0.2807,0.1268,0.1741,0.09766,0.2317,0.1732,0.07908
79854,0.5901,0.7836,0.7197,0.3743,0.7195,0.5045,1.624,0.4347,0.7004
643837,1.333,1.321,1.391,1.272,1.151,1.134,1.472,1.08,1.285
107984850,0,0,0,0,0.02758,0,0.01529,0,0
284593,0.07289,0.03102,0.05051,0.04816,0.05951,0.07419,0.132,0.01974,0.03605
284600,1.289,0.1372,1.534,0.09938,0.6052,0.03281,0.2724,0.6198,0.2072
100130417,4.645,0.3514,7.762,0.6001,5.348,0.1471,0.4735,4.696,0.3675
107985728,4.161,0.3339,5.168,0.4131,4.065,0.2256,0.3191,3.39,0.312
148398,8.62,3.157,12.69,3.845,8.616,3.811,2.833,8.627,3.114
26155,19.76,25.67,21.08,30.19,20.96,37.22,25.73,20.47,36.76
339451,8.804,7.106,6.53,8.148,6.764,5.504,13.78,5.354,7
84069,1.141,1.288,1.291,1.115,0.7943,0.9797,3.046,0.4877,0.5144
84808,0.0774,0.2562,0.1907,0.1742,0.1404,0.1313,0.4361,0.06521,0.06804
57801,1.052,4.466,0.8228,4.436,0.6521,2.983,6.021,0.5262,4.26
9636,21.47,27.67,13.75,58.73,11.53,69.64,30.11,9.04,20.9
375790,19.41,77.15,18.32,64.19,15.37,81.49,78.44,10.42,36.65
100288175,0.06384,1.141,0.2359,2.053,0.06949,1.949,1.657,0,0.5051
112267874,0.0115,0.05874,0.02125,0.2128,0.01252,0.1873,0.1527,0.01246,0.02275
105378948,0.04259,0.3897,0.06885,0.6753,0.02318,0.5635,0.7841,0.01153,0.179
401934,0.03272,0,0,0.01441,0,0.01665,0,0,0
54991,3.656,4.331,3.106,5.473,3.423,4.697,5.926,3.102,5.487
254099,0,0,0,0,0,0,0,0,0
406984,0,0,0,0,0,0,0,0,0
406983,0,0,0,0,0,0,0,0,0
554210,0,0,0,0,0,0,0,0,0
100506376,0,0,0,0,0,0,0,0,0.01473
254173,0,0,0,0,0,0,0,0,0
8784,0.03796,0.08616,0.02338,0.1115,0.02755,0.1159,0.07638,0.04112,0
7293,0.05081,0,0.07042,0.04476,0.02765,0.03448,0.1125,0.009174,0.01675
51150,55.5,53.72,59.47,66.47,58.49,74.49,46.06,61.16,47.95
126792,11.02,16.47,10.01,13.74,10.62,16.59,14.4,11.61,18.03
388581,1.092,1.294,1.251,1.025,1.189,1.475,2.724,1.261,1.245
118424,10.39,12.94,9.589,15.32,10.39,16.76,13.37,9.17,14.64
101928895,2.716,1.663,1.65,1.59,3.443,1.401,3.302,1.915,1.914
6339,2.962,1.638,2.483,2.287,4.022,2.103,4.916,1.864,2.446
116983,17.79,13.73,12.59,16.87,14.29,12.92,25.98,10.59,17.73
102465434,2.039,0.8676,1.413,1.796,2.219,1.037,3.076,0.5521,3.024
109623456,12.21,5.671,10.26,8.151,8.057,5.274,17.87,8.419,9.883
126789,9.709,12.71,7.872,12.16,7.046,14.18,12.15,7.012,12.56
54973,24.55,19.93,24,22.53,25.99,23.95,28.14,21.29,26.19
102465435,5.739,3.664,4.861,3.792,5.206,5.842,5.197,3.627,6.149
80772,7.023,9.407,7.943,10.82,7.044,11.57,8.812,7.708,9.969
83756,0.2068,0.2421,0.1672,0.205,0.2908,0.1491,0.3122,0.1214,0.1364
1855,22.11,21.9,22.91,24.47,20.72,25.11,28.27,18.79,24.65
102466740,3.688,1.794,1.947,1.392,4.015,1.073,2.545,2.283,3.648
54587,114,19.2,124.5,46.47,121.1,48.5,18.32,130.6,37.61
54998,28.93,37.57,26.65,41.47,26.41,49.98,34.55,26.26,46.99
81669,48.84,26.85,41.75,35.18,62.83,28.36,70.32,35.3,49.72
148413,9.195,7.781,8.183,7.332,7.24,8.309,8.546,6.627,8.478
55052,32.52,37.78,32.76,43.24,30.12,42.66,41.99,28.07,45.43
107984868,0.0242,0.01373,0.02236,0,0,0,0,0.05243,0
441869,0.6236,0,0.0344,0.008199,0.3445,0.02842,0,0.4235,0
105378585,0.08188,0,0.05043,0,0.1783,0,0,0.4731,0
643965,0,0,0,0,0,0,0,0,0
102724312,0,0,0,0,0,0,0,0,0.07725
107985729,0.0425,0,0,0,0,0,0,0,0.04203
64856,0.5744,0.7364,0.3133,0.506,0.4595,0.7608,0.518,0.4573,1.109
219293,0.523,0.4246,0.2899,0.7584,0.2978,0.6879,0.6799,0.3835,0.6764
83858,6.939,9.63,3.79,10.15,6.457,8.218,14.61,4.701,13.07
55210,16.08,21.78,13.35,23.21,11.11,24.81,23.99,12.05,27.85
339453,2.274,2.395,1.414,1.805,1.715,2.268,2.093,1.609,1.247
29101,45.23,52.1,48.92,68,47.76,70.85,49.98,48.81,61.4
643988,4.947,3.464,2.921,3.984,5.162,3.784,2.774,5.121,2.794
105378586,1.467,1.666,0.5523,0.9575,2.13,1.604,0.9186,1.177,0.8063
142678,7.352,5.256,6.603,5.612,8.827,6.112,11.38,5.473,7.477
8510,0.8098,1.35,0.8729,0.8719,0.906,1.122,2.105,0.5117,1.235
984,11.61,9.85,10.92,10.7,12.1,10.66,13.11,11,13.51
728661,11.39,9.692,15.21,9.261,16.36,9.692,10.43,15.45,13.29
8511,0.6863,2.191,0.7608,1.118,0.5229,1.153,3.894,0.4089,1.357
728642,15.2,12.5,11.89,14.54,14.39,13.42,20.06,12.27,15.64
9906,7.89,6.285,5.215,6.729,6.219,6.266,7.546,5.52,4.555
112268218,1.958,2.019,1.541,2.102,2.032,2.367,2.124,2.055,1.528
65220,11.36,11.85,10.43,13.07,10.11,11.73,12.66,10.78,11.21
2782,104.4,132.3,109.8,136,103.3,151,112,114.6,127.7
105378949,0.2538,0.27,0.2735,0.1118,0.5755,0.2583,0.2809,0.3207,0.251
163688,1.426,0.4951,1.036,0.4026,1.583,0.296,1.454,0.585,0.6437
339456,0.532,0.4528,0.215,0.3808,0.181,0.4738,0.3211,0,0.3288
85452,0,0,0,0,0,0,0,0,0.004155
107984872,0,0,0,0,0,0,0,0,0
105378589,0,0,0,0,0,0,0,0,0
2563,0,0,0,0,0,0,0,0,0
105378590,0,0,0,0,0,0,0,0,0
105378591,0,0,0,0,0,0,0,0,0
5590,0.5543,0.5943,0.43,0.4995,0.3224,0.534,0.659,0.3713,0.4604
100506504,0.3225,1.183,0.3209,0.5683,0.162,0.7323,0.7788,0.4031,0.638
199990,5.679,5.394,4.511,5.265,5.751,5.24,6.421,4.774,5.452
112268219,2.886,1.516,2.602,1.282,4.422,1.457,3.148,3.001,2.268
105378593,0.784,0.1283,1.616,0.4781,1.379,0.1535,0.2912,0.7839,0.4175
6497,14.46,10.22,14.98,9.847,12.48,11.79,9.097,13.06,10.61
79906,0.6917,0.5547,0.7919,0.6535,0.8457,0.7092,0.8291,0.6082,0.6792
100129534,0.5808,0.3296,0.5877,0.4629,0.4968,0.6897,0.4007,0.1348,0.3283
11079,45.33,47.75,41.4,57.07,42.96,56.18,50.19,40.83,50.52
5192,11.11,11.22,9.915,12.87,10.95,14.21,11.29,10.39,11.53
9651,0.1802,3.2,0.152,0.276,0.2558,0.2152,5.976,0.1442,2.328
55229,4.078,4.966,3.723,5.829,3.715,6.107,7.017,3.561,7.189
388585,0.03634,0.1701,0,0.01601,0,0.01849,0.2632,0,0.1258
115110,0.599,0,0.2923,0.005929,1.568,0.0137,0.008126,0.4812,0.01331
8764,4.15,0.01666,2.321,0.0115,10.99,0.03321,0.04727,3.209,0.09681
100996583,0,0,0.1234,0,0.09696,0,0,0,0
127281,5.248,10.64,5.921,9.577,3.231,10.22,9.36,3.949,11.57
79258,0.5426,0.9238,0.6828,0.8489,0.3462,1.009,1.028,0.375,1.203
105378597,0,0.05041,0.02735,0,0.06446,0.03013,0.1072,0,0
100287898,0.07465,0.04859,0.07302,0.02708,0.1482,0.04022,0.09012,0.05232,0.05646
105378603,0,0,0,0,0,0,0,0,0
105378602,0,0,0,0,0,0,0,0,0
105378601,0,0,0,0,0,0,0,0,0
112268220,0,0,0,0,0,0,0,0,0
107985732,0,0,0,0,0,0,0,0,0
105378600,0,0,0,0,0,0,0,0,0
105378598,0,0,0,0,0.007214,0,0.008001,0,0
107984904,0,0,0,0.03332,0,0,0,0,0
105378599,0,0,0,0,0,0,0,0,0
140625,0,0,0,0,0,0,0,0,0
440556,0,0.5983,0.02986,0.03558,0.03518,0,0.7803,0,0.5833
63976,0.007148,1.348,0.07595,0.02519,0.01167,0.04729,1.049,0.01936,1.594
100422968,0,0,0,0,0,0,0,0,0
105378606,0,0,0,0,0,0,0,0,0
107984909,0,0.01076,0,0,0,0,0.01526,0,0
105378605,0,0.01608,0,0,0,0,0,0,0
105378604,0.0115,0.1488,0.017,0.09927,0.01001,0.08661,0.1472,0.01744,0.02729
27237,0.1957,0.1466,0.05786,0.06207,0.08522,0.08765,0.2457,0.08481,0.1084
1953,25.19,5.057,20.8,1.255,22.44,1.143,7.056,20.42,3.137
105378608,0.1852,0.0613,0.05703,0,0.1456,0,0.2111,0.03343,0
693135,0,0.2757,0,0,0,0,0,0,0
105378607,0,0,0,0,0,0,0,0,0
127262,18.35,27.48,24.43,24.98,21.14,27.36,23.9,20.45,26.47
49856,7.972,5.628,6.36,7.382,6.753,7.179,8.331,7.162,7.178
7161,0.06138,0.03325,0.06702,0.04424,0.06682,0.0284,0.04042,0.03022,0.05519
105378610,0,0,0,0,0,0,0,0,0
105378609,0,0,0,0,0,0,0,0,0
57212,4.883,2.714,4.414,3.229,5.368,2.833,5.117,3.501,4.62
148870,0,0.007199,0,0.0149,0,0.03443,0.01021,0,0.008364
388588,0,0.6004,0.1003,1.051,0,1.325,0.9825,0,0.322
57470,9.45,11.26,9.679,9.986,8.847,12.49,10.53,8.452,13.2
9731,4.891,5.101,4.957,5.586,5.531,6.677,5.54,5.192,6.212
1677,1.317,1.217,1.132,1.346,1.345,1.291,1.297,1.093,1.479
107984910,0.09582,0.05826,0.05059,0.03618,0.0298,0.0836,0.04958,0.02966,0.0677
339448,4.449,4.833,4.326,4.522,4.883,2.427,5.591,4.434,6.076
100133612,0.1115,0.1898,0.02943,0.1263,0.156,0.09726,0.1923,0.06901,0.09451
728716,0,0,0,0,0,0,0,0,0
105376672,0,0.02824,0,0,0,0,0,0,0
105376673,0,0,0,0,0,0,0,0,0
284661,0,0,0,0,0,0,0,0,0
105376674,0,0,0,0,0,0,0,0,0
105376679,0,0,0,0,0,0,0,0,0
107985376,0,0,0,0,0,0,0,0,0
55966,0.04046,0,0,0,0.002591,0,0,0.005156,0.02589
105376680,0,0,0,0,0,0,0,0,0
102724429,0,0,0,0,0,0,0,0,0
105376681,0,0,0,0,0,0,0,0,0
105376682,0,0,0,0,0,0,0,0,0
107984911,0,0,0,0,0,0,0,0,0
105376686,0,0,0,0,0,0,0,0,0
100616421,0,0,0,0,0.4834,0,0,0,0
261734,1.555,0.7632,1.677,1.088,1.13,0.8217,0.8759,1.27,1.038
8514,1.021,0.3703,1.699,0.4905,1.168,0.3247,0.4271,1.357,0.5392
26038,0.02209,0.03761,0.02624,0.01668,0.03779,0.01606,0.04191,0.01368,0.03434
105376687,0,0,0,0,0,0,0.1166,0,0
6146,104.1,104.5,106.5,116.4,107.4,109.9,126.4,104.3,139.7
107985733,1.486,3.947,0.8238,3.194,2.459,2.239,4.88,1.223,2.704
102724450,1.645,2.31,1.064,1.014,1.164,1.59,3.773,0.6236,1.545
388591,2.369,3.153,1.719,3.284,2.626,2.019,6.962,2.116,3.052
23463,27.97,26.07,23.71,27.59,22.06,26.43,18.36,27.3,24.74
148645,0.0568,0,0,0,0,0,0.02286,0.02051,0.1311
390992,0,0,0,0,0,0,0,0,0
387509,2.508,0.8747,2.205,2.294,2.591,2.358,0.863,2.385,0.8458
11332,9.117,22.37,10.72,22.71,10.62,27.04,18.24,10.01,28.75
54626,0.01459,0.03725,0.02022,0.03213,0.05558,0.1188,0.1321,0,0.06493
83715,0.05325,0.1874,0.03608,0.2283,0.06956,0.1698,0.54,0.01538,0.3441
100422975,0,0,0,0,0,0,0,0,0
8718,3.732,13.05,2.369,13.06,3.444,10.45,35.14,1.248,21.18
57449,4.021,16.37,2.95,15.89,3.833,13.92,33.78,1.84,23.21
79707,2.834,2.892,2.531,2.93,2.648,2.864,2.728,2.763,3.889
80835,0.06574,0,0.0135,0,0.1431,0,0.008819,0.09495,0.007224
107984912,0.1394,0,0,0,0,0,0,0.07551,0
3104,4.148,3.479,3.842,3.691,4.685,3.833,6.482,3.743,4.093
9903,10.12,17.47,12.04,10.24,12.55,11.72,16.94,10.31,18.1
107984913,0.8202,0.6579,0.51,0.5558,0.5666,0.289,0.6284,0.6493,0.3588
148479,8.112,7.531,7.442,6.561,6.479,5.671,6.044,7.806,6.719
90326,4.929,6.566,5.453,6.034,5.737,6.608,7.527,5.096,7.876
55735,12.1,18.34,11.9,15.24,12.29,18.5,19.3,10.39,21.38
100505887,0,0,0,0,0,0,0,0,0
110841581,0.05632,0.1438,0.2081,0.2481,0.06131,0.05732,0.6799,0.183,0.3342
23261,0.9476,1,0.7896,1.054,0.8443,0.8812,1.018,0.7906,1.164
105376692,0,0,0,0,0,0,0,0,0
102725193,0,0,0,0,0,0,0,0,0
101928836,0,0,0,0,0,0,0,0,0
105376691,0,0,0,0,0,0,0,0,0
105376689,0.005208,0.02217,0,0,0,0.005301,0.08803,0,0.0206
9341,48.67,52.7,49.06,59.21,45.91,59.88,53.82,46.71,55.22
8863,4.454,0.6661,3.179,0.9341,3.574,0.8634,0.4459,3.735,0.2821
10911,0,0,0,0,0,0,0,0,0
3604,0.0181,0.1271,0.01672,0.07973,0.06896,0.02763,0.0601,0.009804,0.0358
11315,93.7,98.92,87.04,106.6,86.69,98.27,91.4,93.04,115.4
54206,5.155,12.24,5.773,4.028,2.375,3.667,10.62,2.334,9.878
107984915,0,0,0,0,0,0,0,0,0
102724539,0,0,0,0,0,0,0,0,0
105376695,0,0,0,0,0,0,0,0,0
50651,0.5118,0.6847,0.5855,0.3435,0.451,0.3721,0.7503,0.4092,0.9401
473,12.59,10.19,11.76,7.757,10.97,7.744,10.86,11.27,9.279
102724552,0.3584,0.03813,0.1655,0.1184,0.04876,0.1368,0.2163,0.3397,0.0443
106632271,0,0,0,0,0,0,0,0,0
2023,305.9,381.8,347.2,413.6,298.1,469.1,280,381.2,431.3
102465436,0,0,0.3227,1.231,1.521,0,0.8434,1.135,1.382
100505975,0.765,0.8288,1.285,0.4289,1.06,0,1.595,0.6027,0.3439
112268261,0,0,0,0,0,0,0,0.005457,0
765,0,0,0,0,0,0,0,0,0
155184,0,0,0,0,0,0,0,0,0
6518,0.06333,0,0.04388,0.009298,0.1034,0,0.03823,0.05145,0
80045,0.8041,0.6135,1.387,1.391,0.7651,1.328,0.5609,0.542,0.76
106614088,7.583,3.043,5.445,4.803,17.27,4.354,12.24,5.023,9.172
407040,3.391,1.684,2.35,1.494,7.691,1.726,4.777,3.368,4.193
102724571,2.659,1.779,2.632,2.9,5.548,3.126,4.281,2.606,3.006
9563,6.953,2.585,7.185,4.295,5.538,5.144,2.091,6.767,3.151
80176,3.803,7.532,4.485,5.749,3.323,5.766,5.824,4.456,6.415
100506022,0.3698,0.3148,0.2945,0.3707,0.4164,0.4153,0.2617,0.442,0.164
84275,1.839,2.628,2.1,2.611,1.613,2.393,2.285,1.933,3.545
199953,2.138,2.131,1.915,2.68,1.419,1.862,1.569,1.681,2.613
107985734,0.1411,0.1921,0.1043,0.3231,0.09212,0.1149,0.1362,0.1834,0.1674
105376712,0,0,0,0,0,0,0,0,0
5293,4.533,6.2,4.243,9.851,4.892,9.962,6.374,4.4,6.723
644997,0,0,0,0,0,0,0,0,0
101929074,2.272,1.215,1.049,0.9148,2.084,0.7927,1.685,1.476,0.5456
22883,35.12,55.79,41.46,49.8,33.6,60.41,38.05,38.17,46
56998,3.926,5.3,4.038,5.587,4.573,6.292,5.994,4.493,5.789
105376717,1.859,2.837,2.606,3.275,1.954,3.784,2.941,2.777,3.677
84328,6.121,6.897,6.253,7.54,5.643,7.873,5.937,5.205,7.41
64802,3.015,3.117,3.178,3.617,3.581,4.876,3.081,3.076,3.654
113391335,0.07002,0,0,0,0,0,0,0,0.1385
100847055,0,0,0,0,0,0,0,0,0
116362,0,0.378,0.1026,0.09781,0.1209,0.226,0.6702,0.2005,0.8419
10277,8.518,8.868,9.428,8.68,9.983,10.85,8.029,9.516,8.833
23095,5.505,5.537,5.809,5.606,4.915,6.466,4.369,4.839,6.272
105376725,0.04291,0.07305,0,0.0189,0,0.1092,0.0259,0.02324,0.04244
5226,29.55,81.5,45.53,114.3,33.91,135.7,58.26,40.59,86.07
100526739,2.402,1.843,2.512,2.436,2.03,1.593,1.87,1.763,1.954
378708,3.354,2.6,3.468,3.201,2.76,2.256,2.676,2.487,2.705
1325,0.3401,0.3474,0.2514,0.5693,0.4073,0.4154,0.5749,0.2211,0.2355
1676,7.252,8.258,7.315,8.612,6.818,9.647,7.237,6.726,7.934
5195,2.905,3.309,2.703,3.233,3.14,3.173,3.145,2.895,3.886
54897,0.1221,0.4101,0.2131,0.04483,0.1108,0.0587,0.5079,0.09187,0.2584
105376733,0,0,0,0,0,0,0,0,0
105376735,0,0,0,0,0,0,0,0,0
148345,0,0.05439,0,0.01876,0.02319,0,0.1029,0,0
23435,28.08,28.75,24.57,34.64,21.97,32.78,27.93,24.25,34.43
10747,1.007,0.8371,1.379,0.9377,1.196,0.5299,1.969,0.8146,0.8468
6723,50.57,90.59,60.31,109.3,48.69,113.1,88.06,48.34,103.7
5394,15.04,15.92,13.33,18.56,11.94,17.15,16.94,12.59,19.54
105376736,3.278,3.401,3.218,4.286,4.07,4.066,3.586,2.829,4.559
2475,6.7,6.91,7.224,8.268,6.964,9.913,7.321,5.718,8
100873935,1.453,1.799,1.22,1.164,1.678,1.838,1.329,1.193,1.481
10218,0,0,0,0,0.01353,0,0.015,0,0
29914,1.373,2.005,1.4,2.326,1.129,2.26,1.627,1.21,2.571
105376737,0,0,0,0,0,0,0,0,0
105376739,0,0,0,0,0,0,0,0,0
105376740,0,0,0,0,0,0,0,0,0
57540,0.01242,0,0.003826,0.01459,0,0,0.009998,0.004485,0.008191
112268221,0,0,0,0,0,0,0,0,0.008394
101929181,0,0,0,0,0,0,0,0,0
26232,0.1208,2.467,0.06695,3.554,0.1315,2.459,2.945,0.1832,0.4778
93611,3.302,5.352,3.81,4.522,6.193,4.458,8.211,3.142,4.281
26270,1.258,2.924,1.549,2.642,2.598,2.938,2.336,2.428,2.599
10459,7.501,6.14,6.208,7.961,5.538,7.286,5.066,6.284,9.548
374946,0.006906,0.05585,0.02233,0,0.02631,0.01406,0.1376,0.03367,0.1025
57085,9.945,8.245,9.101,11.26,17.1,14.19,7.986,14.74,7.85
284498,0.802,0.4803,0.8358,0.4436,0.8629,0.5031,0.5686,0.6718,0.3597
102724659,0,0,0,0,0,0,0,0,0
4524,2.69,1.791,2.71,1.704,3.374,2.091,2.472,2.444,1.435
1185,5.828,5.165,4.966,5.853,5.543,4.645,7.318,3.687,5.376
100379251,3.049,2.755,2.264,3.279,3.299,2.627,4.81,2.006,2.664
4878,1.491,0.7738,0.5039,1.153,1.227,0.9622,2.722,0.7877,1.331
4879,0,4.635,0,0,0,0,4.135,0,0.5211
26829,0.2612,0.2224,0,0,0,0,0.3154,0,0
90231,18.86,26.01,19.51,27.75,18.52,30.82,22.13,17.78,23.8
5351,135.3,181.3,133,168.8,130.2,196.2,129.3,146.3,94.56
9927,22.16,22.04,20.68,21.59,22.37,26.18,23.35,20.03,24.65
60672,5.377,5.454,5.176,6.637,3.873,5.08,7.658,3.645,7.404
102466982,0.9565,0.8142,1.326,1.685,1.041,0.4868,2.887,0.5181,0.9461
943,0,0.01883,0.006813,0.03897,0,0.02252,0,0,0.007293
102465836,1.943,0,0.8976,3.708,0,5.603,0,1.403,0
7133,1.233,0.09729,0.5169,5.771,0.5107,4.904,0.138,0.8211,0.1785
100616438,0,0,0,0,0,1.037,0.6153,0,0
107984917,0.01306,0,0,0.0115,0,0.03987,0,0,0
55187,2.579,2.069,2.876,2.203,2.507,2.428,1.755,2.419,2.019
677885,0.8181,1.393,1.512,0.5405,1.113,0.2082,1.975,1.108,1.011
105376744,0,0,0.006924,0,0,0,0.009048,0,0
9249,6.241,0.9094,6.03,0.4007,11.39,0.6998,1.354,14.44,1.151
102466722,2.784,0,0.4287,0,0,0,0,3.016,0.4589
343066,0,0,0,0,0,0,0.05416,0,0.04437
126767,0,0,0,0,0,0,0,0,0
93190,0.008723,0,0,0,0,0,0,0.009449,0
390999,0.01747,0,0,0,0.01902,0,0,0.03786,0
65121,0,0,0,0,0.01387,0,0,0,0
105376745,0,0,0,0,0,0,0,0,0
440560,0,0,0,0,0,0,0,0,0
343069,0.05314,0.1357,0.07365,0.1638,0.02892,0,0.06416,0.02878,0.07884
65122,0.01606,0,0,0,0,0,0,0,0
400735,0,0,0,0,0,0,0,0.0366,0
343071,0,0,0,0,0,0,0,0,0
441871,0,0,0,0,0,0,0,0.02162,0
440561,0,0,0,0,0.03935,0,0,0,0
101929983,0,0,0,0,0,0,0,0,0
649330,0,0,0,0,0,0,0,0,0
441873,0,0,0,0,0,0,0,0,0
649324,0,0,0,0,0,0,0,0,0
440563,0.1076,0.02289,0.09938,0.1658,0.02927,0.08212,0.03247,0.02913,0.0532
645354,0,0,0,0,0,0,0,0,0
645359,0,0,0,0,0,0,0,0,0
101060301,0,0,0,0.05902,0,0.0341,0,0,0
343070,0,0,0,0,0,0,0,0,0
400736,0.01266,0,0,0,0,0,0,0,0
391003,0,0,0,0,0,0,0,0,0
343068,0,0,0,0,0.01824,0,0,0,0
391002,0,0,0,0,0,0,0,0.02009,0
645382,0,0,0,0,0,0,0,0,0
653619,0,0,0,0,0,0,0,0,0
729528,0,0,0,0,0.01377,0,0,0.0137,0
645414,0,0,0,0,0,0,0,0,0
391004,0,0,0,0,0,0,0,0,0
645425,0,0,0,0,0,0,0,0,0
126755,0,0,0,0,0,0,0,0.06213,0
102724856,0,0,0,0,0,0,0,0,0
107984918,0,0,0,0,0,0,0,0,0
10630,2.355,0.1937,1.006,0.0523,2.079,0.1611,0.2031,2.647,0.8318
107984919,0,0,0,0,0,0,0,0,0
105378612,0,0,0,0,0,0,0,0,0
105376756,0,0,0,0,0,0,0,0,0
7799,5.799,3.157,4.831,3.199,4.672,3.108,3.052,4.074,3.522
23254,1.717,1.826,1.852,1.309,1.724,1.344,2.151,1.478,2.076
107985467,0,0,0,0,0,0,0,0.007952,0
107985468,0,0,0,0,0,0,0,0,0
105376762,0.02493,0,0.02303,0,0,0,0,0,0
105376759,0.01727,0,0,0,0.03759,0,0.006949,0.02494,0
107985469,0,0,0,0,0,0,0,0,0
200197,0.08463,0.03033,0.09054,0,0.05819,0.004534,0.01613,0.0579,0.01322
55092,0.6643,1.461,0.3682,5.861,0.5544,4.282,0.8955,0.8515,0.6898
727684,0,0,0,0,0,0,0,0,0
114827,0.01603,0.01706,0.01111,0,0.04364,0.01224,0.01936,0.02171,0
101927417,0.06993,0,0.07384,0,0.07612,0.01017,0,0.02164,0
101927441,0.01318,0.01122,0.01217,0,0.004781,0.01788,0.01591,0,0.004344
79180,14.07,16.95,16.26,31.11,11.49,30.99,13.44,13.64,28.46
11330,0.008913,0,0.04117,0.0157,0.0194,0.01814,0.01076,0.009655,0
63036,0,0,0,0,0,0,0,0,0
105376767,0.02493,0,0,0,0,0,0.0301,0,0
51032,0.1699,0.08676,0,0,0.1479,0.03458,0.04102,0.1104,0.06721
842,1.968,1.474,1.86,1.252,2.223,1.642,1.992,1.908,1.53
23341,3.555,3.977,4.209,4.189,3.909,4.555,3.837,3.456,4.438
107397391,0.2237,0,0,0,0,0,0,0,0
79814,0.4821,0.8123,0.4176,0.4867,0.5467,0.6339,0.7397,0.5114,0.5563
84301,2.874,2.677,2.51,1.92,2.424,2.171,2.241,2.538,2.557
6248,2.535,2.283,2.329,1.749,2.146,2.034,1.797,2.121,2.799
23207,23.92,18.98,21.21,22.22,31.83,23.71,20.69,26.53,20.53
284723,0.5978,0.2395,0.4419,0.4027,0.957,0.2434,0.5944,0.5105,0.3269
110806303,0.3438,0.2926,0.04537,0.3028,0.3742,0.09997,0.5929,0.1064,0.34
388595,0,0.01834,0,0,0,0,0.02601,0,0
54751,12.68,50.35,14.83,34.65,17.22,34.51,45.23,21.8,31.01
440567,11.15,14.31,11.05,14.81,8.995,12.53,19.39,8.701,17.37
729614,1.081,0.7555,0.9882,0.5814,1.115,0.5328,0.893,0.8259,1.002
23013,6.629,4.709,6.528,4.464,5.47,4.53,4.388,5.626,6.107
7709,5.836,5.27,5.556,6.716,5.981,6.997,6.903,5.425,6.949
149563,0,0,0,0,0,0,0,0,0
27129,33.6,0.5971,45.64,0.04879,35,0.1221,0.546,37.43,0.3013
1187,0.1997,0.02125,0.5419,0.03298,0.06793,0.0127,0.0904,0.0676,0.03703
1188,0.1376,0.2432,0.08798,0.05593,0.2073,0.08616,0.5749,0.06877,0.1256
348487,0.3253,0.6923,0.2672,0.7006,0.2558,0.8646,0.5455,0.3916,0.7687
1969,11.89,47.72,10.14,57.05,18.51,52.8,57.27,11.93,70.19
101927479,0.3142,0.1262,0.1698,0.2037,0.3227,0.1931,0.272,0.2248,0.1759
128272,3.611,1.176,1.509,4.191,2.437,4.107,1.547,2.337,1.919
101927546,0.294,0.1251,0.142,0.2414,0.1891,0.2993,0.08875,0.2606,0.03966
79363,1.75,1.347,1.788,1.853,2.968,2.587,1.565,2.571,2.131
54455,3.658,5.331,3.59,4.222,4.08,3.926,4.336,4.374,4.707
