"GeneID","BJ.Fibroblast.","BJ.OKS.iM.2","BJ.OKS.iM.21","BJ.OKS.iG.2","BJ.OKS.iG.5","HUES9"
"FLJ16341",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0740555229915098,-0.0716137823946622,-0.0725621042993946
"FLJ16779",-0.0994220570145409,-0.0651982674718895,-0.0684534876567834,-0.0737055083025267,-0.0699088859217198,-0.0701502246149866
"FLJ20021",-0.0967554472245096,-0.0670752637544353,-0.071432610669148,-0.07313673443224,-0.0716137823946622,-0.0725621042993946
"FLJ22184",-0.0994220570145409,-0.0679415697310616,-0.0697302546620825,-0.0749743115507797,-0.0699088859217198,-0.0683413148516806
"FLJ22536",-0.0914581013181811,-0.0644402497423415,-0.065758090647015,-0.067011477370441,-0.0660728688575994,-0.067537354957079
"FLJ22763",-0.0981306047394555,-0.0665879666425831,-0.0707055627912723,-0.0737492601384199,-0.0715072263651033,-0.0696226259340224
"FLJ23152",-0.0994220570145409,-0.0683747227193747,-0.0710070216673816,-0.0749743115507797,-0.070761334158191,-0.0719591343782926
"FLJ23867",-0.0955477001892848,-0.0683747227193747,-0.0705814326656153,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ25328",-0.0775278541511193,-0.0558099489437154,-0.0600861922573888,-0.0623621610007006,-0.0619707388249299,-0.0572235988490839
"FLJ25363",-0.0972141478591958,-0.0664852424570183,-0.0690532950441301,-0.0733584484510257,-0.0708286099450061,-0.0680636045024923
"FLJ25758",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ26245",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ26484",-0.0994220570145409,-0.0679415697310616,-0.071432610669148,-0.0749743115507797,-0.0714006703355444,-0.0723611143252919
"FLJ26850",-0.0988664196530981,-0.0681942423078663,-0.0712434600018854,-0.0749232677421355,-0.0716137823946622,-0.0723123024751103
"FLJ27354",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.070761334158191,-0.0725621042993946
"FLJ30403",-0.0956024138585235,-0.0666824705542592,-0.0701365463847478,-0.07075903045787,-0.067519662947643,-0.0715761820244749
"FLJ30679",-0.0943332753711817,-0.0632657579887587,-0.067695358530214,-0.0639711321633421,-0.0644832927627276,-0.0677293286598455
"FLJ30838",-0.0900893818323034,-0.0602094137965106,-0.0621165521424847,-0.0623387186925103,-0.0575635549738561,-0.0598386760263014
"FLJ31306",-0.0859209515434117,-0.0556597785451091,-0.0605632546359365,-0.0680286412700291,-0.0611340814589339,-0.0649845212631908
"FLJ31485",-0.0994220570145409,-0.0682303383900814,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ31662",-0.0972337628819008,-0.0671474559192986,-0.0692691999103108,-0.0724731649174159,-0.0682039894487774,-0.0686679235591452
"FLJ32063",-0.0977294938175614,-0.0674426613001629,-0.0702586567390549,-0.074013478305799,-0.0714365508178056,-0.0710260115781515
"FLJ32224",-0.0977001206477604,-0.0666254510360024,-0.0709529786195315,-0.0719116830198802,-0.0716137823946622,-0.0701502246149866
"FLJ33065",-0.0972696365560653,-0.0683265946096103,-0.0707942271664985,-0.0743617858445998,-0.070761334158191,-0.0719591343782926
"FLJ33360",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.07490625313905,-0.0711875582764266,-0.0717535764505894
"FLJ33630",-0.0772355112550566,-0.0620737764734764,-0.0619592384580531,-0.0674853671566662,-0.062354923239383,-0.0653874114982028
"FLJ34208",-0.097664246973596,-0.0661006695307308,-0.0704395696651683,-0.0719116830198802,-0.0680348528942738,-0.0683413148516806
"FLJ34503",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ34690",-0.0969797120430036,-0.0670897021872347,-0.0707232956660622,-0.0748381947273202,-0.0715396564608336,-0.0718495034834371
"FLJ35024",-0.092582977016333,-0.0624084460484286,-0.0665399256980869,-0.0710109149074711,-0.0648187821218884,-0.0629807791112957
"FLJ35220",-0.0820737348761409,-0.0566048479262694,-0.0627002399339938,-0.0671900496785514,-0.0612451530005707,-0.0662093905320584
"FLJ35390",-0.0666677882987111,-0.0528187647914845,-0.0517542964999832,-0.0528609646932559,-0.0484753899000071,-0.0506218425316594
"FLJ35776",-0.0855719400400765,-0.0625047143823803,-0.0659923722258369,-0.0680111943634508,-0.0686763350495387,-0.066219258098639
"FLJ35946",0.149152416995514,0.0260942656072032,0.034858242522003,0.0309401334062059,0.102803215739855,0.0628154900551009
"FLJ36000",-0.0994220570145409,-0.0683492431320052,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ36031",-0.0443200932775649,-0.0527812151401022,-0.0641975976391197,-0.0621112717210018,-0.0613844035570077,-0.0562819164296408
"FLJ36644",-0.0993714118272067,-0.0670752637544353,-0.0714075760221605,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ36777",-0.0916342084469932,-0.0674073477118533,-0.0696815761814744,-0.0737132292147791,-0.0716137823946622,-0.0712658801911228
"FLJ37035",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ37201",-0.0994220570145409,-0.0631768868596172,-0.0693046656603162,-0.0737492601384199,-0.0716137823946622,-0.0713561644571906
"FLJ37453",-0.0913856551331704,-0.0636451046132384,-0.0650305313911834,-0.0718231849879504,-0.0655015776174656,-0.0622652629309459
"FLJ37505",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ37543",-0.0993144359916171,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0724574220214925
"FLJ39051",-0.0981306047394555,-0.0644763458245566,-0.0701558436638489,-0.0737492601384199,-0.0716137823946622,-0.0725621042993946
"FLJ39080",-0.0994220570145409,-0.0682664344722964,-0.071432610669148,-0.0748977458375072,-0.0716137823946622,-0.0724951076415613
"FLJ39534",-0.0994220570145409,-0.067910630232082,-0.071432610669148,-0.0749743115507797,-0.070761334158191,-0.0725621042993946
"FLJ39582",-0.0875875232435383,-0.0616294115063166,-0.0647053433334094,-0.0672305107010999,-0.064247655105055,-0.0659443829845672
"FLJ39609",-0.0972696365560653,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ39639",-0.0985610888311506,-0.0683747227193747,-0.071432610669148,-0.07490625313905,-0.071443292747368,-0.0725621042993946
"FLJ39653",-0.0994220570145409,-0.0683747227193747,-0.0710070216673816,-0.0746680486976897,-0.0716137823946622,-0.0725621042993946
"FLJ39739",-0.0992247518055603,-0.0681461141976687,-0.0712730147934856,-0.0745710654604695,-0.0714006703355444,-0.0722103718450164
"FLJ40194",-0.0992606254801552,-0.0683747227193747,-0.0712907476687011,-0.0748722239328788,-0.0716137823946622,-0.0724616093123433
"FLJ40292",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ40330",-0.066307777685762,-0.0519314039064889,-0.0510688514378684,-0.0568542637347062,-0.0505140532564499,-0.0560008808261524
"FLJ40434",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ40504",-0.0804807569842603,-0.0355994799355712,-0.0405064765393731,-0.041897923417065,-0.0328629063145835,-0.0464334077203182
"FLJ40852",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ41200",-0.0981637296517285,-0.0650287877705904,-0.069564865928963,-0.0729648427484487,-0.0694495015764624,-0.0703095591989657
"FLJ41278",-0.0992068149686933,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ41350",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ41941",-0.0993503096657816,-0.0683025305545115,-0.0712907476687011,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ42289",-0.0969619149731286,-0.065442689515171,-0.0669710193020492,-0.0735970567814237,-0.0689914892483465,-0.070270818599207
"FLJ42351",-0.0977001206477604,-0.0679415697310616,-0.0710070216673816,-0.0737492601384199,-0.0716137823946622,-0.0719591343782926
"FLJ42392",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ42393",-0.0975936100004358,-0.0431990102943237,-0.049616638273364,-0.059751526667123,-0.0503006653962297,-0.0589498575415334
"FLJ42627",-0.0729555285386641,-0.0481739510190499,-0.059476118152053,-0.0562398232670435,-0.0559871229104719,-0.0565063182219729
"FLJ42709",-0.0722053711964397,-0.0670185917899065,-0.0684806573782467,-0.0729606348089394,-0.0695263166707761,-0.0709693338201354
"FLJ42875",-0.0843943638293883,-0.0628565062264056,-0.0656135277239853,-0.0677513079325389,-0.0630440022690078,-0.0639823518859639
"FLJ42969",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ43315",-0.0992068149686933,-0.0683747227193747,-0.071432610669148,-0.0747118005335829,-0.0716137823946622,-0.0725621042993946
"FLJ43390",-0.0987045835282389,-0.0681292693591862,-0.0707658545662388,-0.0745659610797889,-0.0710170686291324,-0.0722606193388436
"FLJ43663",-0.0872250077469758,-0.0671474559188654,-0.0702977066647214,-0.0730346468149517,-0.0694826618034842,-0.070250719601435
"FLJ43681",-0.0704218205154975,-0.0432874610701477,-0.0417371640531081,-0.0450952194792508,-0.0465417483026893,-0.0475921453706935
"FLJ43826",-0.0994220570145409,-0.0679415697310616,-0.071432610669148,-0.0740555229915098,-0.0714717076882995,-0.0699994821347111
"FLJ43860",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ43879",-0.0993605592870944,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ44054",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ44511",-0.0972638547182029,-0.067614668800869,-0.0702338683144565,-0.0738999609073812,-0.0702427614804361,-0.0701313002345783
"FLJ44606",0.394846968446137,0.0780741391573547,0.0595892247345093,0.0203174845663136,0.115433197242828,0.0832150602530195
"FLJ44635",0.865508034520081,0.301537929300033,0.310427121165728,0.417258151769762,0.270644184548526,0.252589425654854
"FLJ45079",4.91269649109751,2.22800382197113,2.51642764006366,2.76300914929156,2.88068081392374,0.885411641676811
"FLJ45244",-0.081195344967121,-0.0506363921536012,-0.0533380709456547,-0.0585947577706605,-0.0498829075210953,-0.0498850425622625
"FLJ45340",-0.0820686885780341,-0.0522092730991794,-0.0559106408330565,-0.0498807360911014,-0.0553871375338553,-0.0537045160631017
"FLJ45445",-0.0991852907641086,-0.06818650743258,-0.0712198161682648,-0.0747446144109622,-0.0715072263651033,-0.0722606193388436
"FLJ45983",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ46111",-0.0869559551939712,-0.00332958229324883,0.0131532034319181,-0.0204595237007685,-0.01352552399756,-0.0360824240727242
"FLJ46257",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ46361",-0.095224609594604,-0.065826199695837,-0.0691711026289399,-0.0719384407765866,-0.0704619624562593,-0.0683431097496289
"FLJ46446",-0.0994220570145409,-0.0683747227193747,-0.0712198161682648,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLJ46906",-0.086259493428261,-0.0585421498846668,-0.0624344432044464,-0.0629279726605332,-0.0655045700330011,-0.0635060703409362
"FLJ90757",-0.0543372047514225,-0.0500789933238862,-0.0505028811207856,-0.050363552814718,-0.0487010461014774,-0.0504875383439967
"FLNA",4.49341499023675,1.21575226505147,0.926646097133853,1.22809636269583,0.942946257151709,1.09261314901176
"FLNB",0.0684667387465577,0.144592163215683,0.162215751300589,0.186574164988038,0.161104586161977,0.130638759111976
"FLNC",-0.0586326643610249,-0.0475689408488448,-0.0567552463762613,-0.0631024496830247,-0.0627483207353617,-0.068717526853777
"FLOT1",1.48303746405674,0.41069248235494,0.371605540169644,0.474461246892591,0.3972327476645,0.564777102305409
"FLOT2",1.48387328723385,0.921715459046234,0.931809055630706,1.05714976686752,0.938363454514924,1.08400032786468
"FLRT1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FLRT2",-0.0240482060465538,-0.065775804789496,-0.0663255426479516,-0.0725242087260601,-0.0673515412123062,-0.0701502246149866
"FLRT3",-0.0968391524643702,-0.0670752637544353,-0.0710070216673816,-0.0749743115507797,-0.070761334158191,-0.0701502246149866
"FLT1",-0.0347458331006791,-0.0253481781547078,-0.0376136673643894,-0.0172013647874454,-0.027051154867411,-0.0293441384639153
"FLT3",-0.0994220570145409,-0.0683747227193747,-0.0710070216673816,-0.0749743115507797,-0.0716137823946622,-0.0719591343782926
"FLT3LG",-0.0123210752539777,-0.0438745068179136,-0.0544089439331217,-0.053430642260081,-0.0476014657049535,-0.0466471673528199
"FLT4",-0.0914486610000729,-0.0529329144734637,-0.0526469051715047,-0.054518175587399,-0.0481872054951601,-0.0400549138473817
"FLVCR1",-0.0940960975822626,-0.0289578007828804,-0.0556858176037923,-0.0564198870323718,-0.0501462943090372,-0.0604147727658706
"FLVCR2",-0.0994220570145409,-0.0675084167427484,-0.0705814326656153,-0.0743617858445998,-0.070761334158191,-0.0719591343782926
"FLYWCH1",-0.0056457881934211,-0.048958511025279,-0.0552246881922188,-0.0441234788383388,-0.0464213907270068,-0.0517308095855597
"FLYWCH2",-0.0805530168084028,-0.0578274474539501,-0.0639848031382365,-0.0629381814243446,-0.0614270259688313,-0.062195328586171
"FMN1",-0.0790304492819956,-0.0590959892190589,-0.0609667804952591,-0.0589167857797498,-0.0576099184570592,-0.0568419107308434
"FMN2",-0.0903818910889433,-0.0679415697310616,-0.0710070216673816,-0.0749743115507797,-0.0716137823946622,-0.0719591343782926
"FMNL1",-0.0873685024470774,-0.0618774278946778,-0.0671767206514843,-0.0663989516642611,-0.0613844035570077,-0.0436195480864991
"FMNL2",-0.0735930115128334,-0.0175514387717399,-0.0173828074448189,-0.0271973064687474,-0.0392207494087564,-0.0393987586387851
"FMNL3",-0.0658442978623212,-0.0566795920349204,-0.0616440636285215,-0.0590486431901023,-0.0579746106111229,-0.0562819164296408
"FMO1",-0.0989915729228458,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FMO2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FMO3",-0.0769403627391941,-0.0539885960411205,-0.0568526407850537,-0.0534076479103154,-0.0444064761777814,-0.0586723571808409
"FMO4",-0.0899514069972482,-0.0683747227193747,-0.0701558436638489,-0.0743617858445998,-0.070761334158191,-0.0719591343782926
"FMO5",0.0744467593450573,-0.0422833504373876,-0.0369012389721961,-0.0544361671850853,-0.038334744342869,-0.0410318011781927
"FMO6P",-0.0993187408325341,-0.0682626125343426,-0.0713985635490067,-0.0744205635639044,-0.0715482094533296,-0.0725190350195743
"FMO9P",-0.0764201053443474,-0.0560092150721136,-0.0604923733154227,-0.0612861631188716,-0.058184062675213,-0.0572017677864472
"FMOD",-0.0879663970193545,-0.0646929223187132,-0.0662971700464152,-0.069691277334978,-0.0690564376852486,-0.0671353750094767
"FMR1",-0.0686245076240554,-0.0313545806501025,-0.0131269174271552,-0.026380605529216,-0.0500184270735665,-0.0279423301378473
"FMR1NB",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FN1",3.81386502453019,0.0267240158647716,0.112819054481386,0.0665599616442735,0.0837022862903913,0.0830644323370291
"FN3K",-0.0981306047394555,-0.0675084167427484,-0.0693046656603162,-0.0725242087260601,-0.0716137823946622,-0.0695472546938846
"FN3KRP",0.0533608469724513,-0.0128011943188009,0.00558481236469248,0.001999752212912,-0.0108058081958911,-0.0142893683546179
"FNBP1",-0.0204308909280615,-0.00915059652680549,-0.0124401919932963,-0.00987277180738182,-0.00682992697456851,-0.0222507431806715
"FNBP1L",0.0129873486418174,0.183814335496994,0.217413011163746,0.199229035445215,0.142106264457575,0.139204485052181
"FNBP4",0.0518414588810098,0.143759890719078,0.0990228776599402,0.0902442889090613,0.087225738972724,0.114388719738277
"FNDC1",-0.0852792350294056,-0.0600390462104193,-0.0654195989792141,-0.0669739465054889,-0.0616791316954972,-0.0662523003197019
"FNDC3A",-0.0710101069626627,-0.0618774278946778,-0.0627080361329374,-0.0621112717210018,-0.0630893000299502,-0.0632160705223137
"FNDC3B",-0.0157359495890087,-0.0579790509998597,-0.060340697310612,-0.0596228860396459,-0.0618958724988905,-0.0641205254039667
"FNDC4",-0.0665514024733158,-0.0532461637321855,-0.0546540052004428,-0.0511125129315857,-0.0543636123473529,-0.0624190646273538
"FNDC5",-0.0946529082552178,-0.0655159129965081,-0.068027898655017,-0.0688490544889807,-0.0669253170940706,-0.0680096813950746
"FNDC7",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0719591343782926
"FNDC8",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FNIP1",-0.0625945787318496,-0.0498718787492207,-0.0534459923877795,-0.0623173710629784,-0.0621663151202284,-0.0559128675256984
"FNIP2",0.0312452392529255,-0.0286184976101457,-0.0471031060710078,-0.0470023042998558,-0.0255105402750194,-0.0291817683116813
"FNTA",-0.0190636288977343,0.00481695973062388,-0.00266325450993121,-0.00131809538264664,-0.0121556969916457,0.00219854775408102
"FNTB",-0.0572920139058764,-0.0483878062598781,-0.0501106016806528,-0.0430004696881889,-0.0535702947198469,-0.0548201711689214
"FOLH1",-0.0967723091654153,-0.0675001662096584,-0.0706168984156206,-0.0737798864237289,-0.0709744462173088,-0.0711479962696841
"FOLH1B",-0.0980971830897629,-0.0679374444643,-0.0710247545425971,-0.0743770989872543,-0.0712941143059855,-0.0718550502851423
"FOLR1",-0.0985542557507059,-0.0670752637544353,-0.0710346573168746,-0.0743617858445998,-0.0716137823946622,-0.0698056703746153
"FOLR2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOLR3",-0.0959781842809799,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOLR4",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOS",-0.0968391524643702,-0.0675084167427484,-0.0710070216673816,-0.0737492601384199,-0.0699088859217198,-0.0719591343782926
"FOSB",-0.0968391524643702,-0.0679415697310616,-0.071432610669148,-0.0737492601384199,-0.0716137823946622,-0.0725621042993946
"FOSL1",-0.0912428592723335,-0.0679415697310616,-0.0701558436638489,-0.0749743115507797,-0.070761334158191,-0.0713561644571906
"FOSL2",-0.083652473090396,-0.0632749985064314,-0.0662635809962283,-0.0707143535868804,-0.0683467987524078,-0.0684093321977013
"FOXA1",-0.0980767942279936,-0.0683747227193747,-0.0713321243771116,-0.0749743115507797,-0.0716137823946622,-0.0725018073072844
"FOXA2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXA3",-0.0538634342359036,-0.0534500508796036,-0.0533842114411463,-0.0571264513172418,-0.0524312381018772,-0.0538408540019816
"FOXB1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXB2",-0.0993981412314776,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXC1",0.00432460908398415,-0.0679415697310616,-0.0693046656603162,-0.0737492601384199,-0.0716137823946622,-0.0725621042993946
"FOXC2",-0.0869380183553823,-0.0666421107661222,-0.0650487756426524,-0.0694615801951606,-0.070761334158191,-0.0713561644571906
"FOXD1",-0.0731625274211383,-0.0566795920349204,-0.0624952416320542,-0.067011477370441,-0.0673515412123062,-0.0707531945360886
"FOXD2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0719591343782926
"FOXD3",-0.0921038274557238,-0.0614442749063647,-0.0663255426479516,-0.0663989516642611,-0.066499092975835,-0.0659294351672727
"FOXD4",-0.0913721802277531,-0.0647101247782653,-0.0694641783065166,-0.072521602042064,-0.0700684290041638,-0.0694014130880071
"FOXD4L1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXD4L2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXD4L3",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXD4L4",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXD4L5",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXD4L6",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXE1",-0.0940410058683518,-0.0681581462252181,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0718083918980171
"FOXE3",-0.0977327330786233,-0.0681763349004887,-0.0712264341789581,-0.0748311237238303,-0.0714108185289169,-0.0722606193388436
"FOXF1",-0.0902204595545576,-0.0670752637544353,-0.0709538230421608,-0.0734429972853299,-0.0699088859217198,-0.0716576494177416
"FOXF2",-0.0701491387792724,-0.0683025305545115,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXG1",-0.0994220570145409,-0.0679209433981197,-0.071432610669148,-0.0743257549209591,-0.0712281510490642,-0.0725621042993946
"FOXH1",-0.0770368842463944,-0.00513438642565862,0.0128340116805934,0.0181295957885652,-0.00427037171343704,0.0673269173962671
"FOXI1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXI2",-0.0989915729228458,-0.0675084167427484,-0.0710070216673816,-0.0706866316075204,-0.0699088859217198,-0.0724951076415613
"FOXI3",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXJ1",-0.090367595607665,-0.0605894764055538,-0.0630322357943019,-0.0660896363566922,-0.060487985716569,-0.065976481708446
"FOXJ2",-0.0946867320058945,-0.0648761793521969,-0.0697302546620825,-0.0712991573137003,-0.0700509606280825,-0.0716576494177416
"FOXJ3",-0.0240604357121631,-0.00160728353938689,-0.00231239689404781,-0.0133389123664272,-0.0194303886469101,0.00891420628951183
"FOXK1",-0.0877844151387157,-0.0618359064253116,-0.058624746096959,-0.0656705847718898,-0.0636691214297539,-0.0607768824869512
"FOXK2",-0.0731625274211383,-0.031123565724446,-0.0458972705631658,-0.0645613745457214,-0.0460403353005261,-0.047237367613111
"FOXL1",-0.0980588573906962,-0.0675084167427484,-0.0702267751642851,-0.0737492601384199,-0.0706192594518283,-0.0707531945360886
"FOXL2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0719591343782926
"FOXM1",-0.07918930470487,-0.047821613423917,-0.0510043385843622,-0.054148437540663,-0.0409256458816988,-0.0560809264579501
"FOXN1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXN2",-0.0933952797308091,-0.062310580882991,-0.0671767206514843,-0.0712991573137003,-0.0673515412123062,-0.0683413148516806
"FOXN3",0.645444773477897,0.586317439451631,0.904131863118492,0.922836592115254,0.658237485113024,0.67006891827996
"FOXN4",-0.0994220570145409,-0.0675084167427484,-0.0705814326656153,-0.0749743115507797,-0.070761334158191,-0.0707531945360886
"FOXO1",-0.0680497850375402,0.00226821473437212,-0.0186329751375077,-0.0173628659612478,-0.00422301347428887,-0.0122333769174961
"FOXO3",0.0510160804533195,-0.0156265240012195,-0.0108750017468209,0.00510464354747622,-0.0136503893450904,-0.00225750313101619
"FOXO3B",-0.0588308780662155,-0.0465215188502826,-0.0497995116671279,-0.0462755750807136,-0.0425380979918744,-0.053247813656887
"FOXO4",-0.0977001206477604,-0.0649094988128697,-0.0710070216673816,-0.0700741059013405,-0.0699088859217198,-0.0695472546938846
"FOXP1",0.112354311778877,-0.00250760605975254,-0.00260215239903531,-0.00446739709725402,0.017430095308597,0.00322186296083725
"FOXP2",-0.0711233079160782,-0.0571552956900891,-0.0588923555462534,-0.0644071585689105,-0.0565181756401111,-0.0536114862277655
"FOXP3",-0.0977001206477604,-0.0675084167427484,-0.0705814326656153,-0.0719116830198802,-0.066499092975835,-0.0695472546938846
"FOXP4",-0.0308828398500883,-0.0384187739472992,-0.0499935647051671,-0.0393329720224367,-0.0503025764828821,-0.0393035528598649
"FOXQ1",-0.0916118456378736,-0.0680859540607881,-0.0707516682663218,-0.0749743115507797,-0.0713296329827893,-0.0719256360496775
"FOXR1",-0.0358873206891777,-0.0448894998910584,-0.0421401603265004,-0.0449817410007164,-0.0323335873964615,-0.0444882370595992
"FOXR2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FOXRED1",-0.0961934263268275,-0.0614442749063647,-0.065920414654576,-0.0706100658942479,-0.070761334158191,-0.0653264652461707
"FOXRED2",-0.0170081856138701,-0.0306882831004821,-0.0304598866220372,-0.0108112557019659,-0.0233750162175597,-0.0142818776532583
"FOXS1",-0.0831401844683627,-0.0645024507696225,-0.0655745936206633,-0.0686883867237793,-0.0623438565432651,-0.068268342747458
"FPGS",-0.0766064001546993,-0.0527812151401022,-0.0510043385843622,-0.0572110660715626,-0.0554172659017093,-0.0598997359562528
"FPGT",-0.0961934263268275,-0.0675084167427484,-0.0705814326656153,-0.0706866316075204,-0.0716137823946622,-0.0725621042993946
"FPR1",-0.0994220570145409,-0.0670752637544353,-0.0712198161682648,-0.0749743115507797,-0.0716137823946622,-0.0719591343782926
"FPR2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FPR3",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"FRA10AC1",0.252399437471221,0.0692463407840191,0.0962600957518461,0.166090284476787,0.0433918174008672,0.0556393504456725
"FRAS1",0.093637547941679,0.174737848226299,0.195975350364289,0.260074657643342,0.213909942689078,0.172797591916436
"FRAT1",-0.0977001206477604,-0.0670752637544353,-0.0710070216673816,-0.0743617858445998,-0.070761334158191,-0.0725621042993946
"FRAT2",-0.0970255092140646,-0.0545827377964347,-0.0616440636285215,-0.0639488488395415,-0.0577310539684778,-0.0574878562718448
"FREM1",-0.0989915729228458,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0719591343782926
