"GeneID","BJ.Fibroblast.","BJ.OKS.iM.2","BJ.OKS.iM.21","BJ.OKS.iG.2","BJ.OKS.iG.5","HUES9"
"MED15",0.193307125338144,0.0325499235575832,0.02730403774065,0.00894171019586669,0.0144834894889295,0.014868534260394
"MED16",-0.082769900873451,-0.0605039558663804,-0.0644079784758177,-0.0678194483240966,-0.0616318404161581,-0.0675111243201921
"MED17",-0.0937827154133348,-0.0611988215448768,-0.0679144082544041,-0.0678690133590928,-0.0697383962744255,-0.0680453114358121
"MED18",-0.0917707328132547,-0.0641213403487733,-0.064168273629114,-0.0658154053761502,-0.0659445743298928,-0.0660209349965826
"MED19",-0.0745187557395403,-0.0487913635808019,-0.0588888357932762,-0.0595778834268732,-0.0452522687967791,-0.0556069800345358
"MED20",-0.0946867320058945,-0.0666421107661222,-0.0646231866408861,-0.0694615801951606,-0.0690564376852486,-0.0695472546938846
"MED21",-0.0462976910469177,-0.0365909883979631,-0.0222322666985996,-0.0262389409881577,-0.0329715158066993,-0.0459315463099712
"MED22",-0.0624004251287602,-0.0319898717010723,-0.040364613540203,-0.0284223578811072,-0.033253611753458,-0.045428457849805
"MED23",-0.0856465660802969,-0.0639349045891652,-0.0634173511373,-0.0708908068427095,-0.0689617212146243,-0.0646230003362085
"MED24",-0.0378532655985556,-0.0503122431067174,-0.0524820781686271,-0.0511770873516134,-0.0520074729558245,-0.0397002435993361
"MED25",-0.0389985030909285,0.02967237823536,-0.0430875233766064,-0.0487946006209481,-0.0396447302497864,-0.0219999658559716
"MED26",-0.0942562479141994,-0.0625271573771475,-0.0671767206514843,-0.0706691308727956,-0.062236851793479,-0.0657786926869972
"MED27",-0.0880192558596349,-0.0618429545131447,-0.0646026330413521,-0.0672956093390027,-0.0659867629751361,-0.0664236175084568
"MED28",-0.0765392302969698,-0.0537931724345393,-0.0595421232738114,-0.0639184833003003,-0.059116085846376,-0.0592941613618638
"MED29",-0.063810012621883,-0.0441589812904689,-0.0546185841257917,-0.0522364648016743,-0.041239232152859,-0.0469989902261555
"MED30",-0.0991207181503543,-0.0676350811770259,-0.0709219038670284,-0.0725037912027249,-0.0699088859217198,-0.0708792700649915
"MED31",-0.0778978524297847,-0.0579790509998597,-0.0658999536461852,-0.0682365287828008,-0.0630893000299502,-0.0611056757984568
"MED4",-0.0727320433294432,-0.0488828382452841,-0.0399390245384366,-0.0394478205923454,-0.0528599211922957,-0.0508551871397229
"MED6",0.0111059293268923,0.0218371219530609,0.013215779868234,0.0304795459264953,0.0255516165264675,-0.0305975512555614
"MED7",-0.0701491387792724,-0.0397577486233771,-0.045046092559633,-0.0467981290665042,-0.0383683011722852,-0.0400017285598871
"MED8",0.141301349381037,-0.016348267030554,-0.0107206693005789,-0.0114974461996738,-0.00383147300269539,-0.00629358775735156
"MED9",-0.0985610888311506,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.070761334158191,-0.0713561644571906
"MEF2A",-0.0744539796962237,-0.057459267413884,-0.063346419635587,-0.0648501366695992,-0.0613844035570077,-0.0671353750094767
"MEF2B",-0.0986471545900624,-0.0682922173880405,-0.0703476811302318,-0.0744536647005268,-0.0705211602500798,-0.0717617335108919
"MEF2C",-0.0968391524643702,-0.0679415697310616,-0.0710070216673816,-0.0737492601384199,-0.070761334158191,-0.0719591343782926
"MEF2D",-0.0687131529297415,-0.0615656529414562,-0.0594942935432216,-0.0669643600065424,-0.0690564376852486,-0.0613066657701475
"MEFV",-0.0989297598223232,-0.0681310741634486,-0.0713721102721552,-0.0742852201313273,-0.0711875582764266,-0.0724867330592568
"MEG3",0.0069075136341549,0.0156569570133713,-0.0573881736108578,0.0836698463498145,0.0298275577454111,-0.0683413148516806
"MEG8",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MEGF10",-0.0989915729228458,-0.0666421107661222,-0.0701558436638489,-0.0749743115507797,-0.0699088859217198,-0.0683413148516806
"MEGF11",-0.0994220570145409,-0.0679415697310616,-0.071432610669148,-0.0749743115507797,-0.070761334158191,-0.0725621042993946
"MEGF6",0.101183529715387,-0.0584122039881729,-0.0671767206514843,-0.0694615801951606,-0.0673515412123062,-0.0629145855617627
"MEGF8",-0.0616173024297475,-0.0402994942570311,-0.0446085620113927,-0.0409582838947322,-0.0449120628517553,-0.0437691725942141
"MEGF9",-0.0878618580946385,-0.0623385725415493,-0.0658110891943343,-0.0709748305685262,-0.0660249874888699,-0.0653237192367342
"MEI1",-0.0977001206477604,-0.0679415697310616,-0.071432610669148,-0.0743617858445998,-0.0716137823946622,-0.0725621042993946
"MEIG1",-0.0994220570145409,-0.0679415697310616,-0.071432610669148,-0.0743617858445998,-0.0716137823946622,-0.0719591343782926
"MEIS1",-0.0887778253689823,-0.0676167049898267,-0.0709219038670284,-0.0749743115507797,-0.0703351100399554,-0.0719088868850684
"MEIS2",-0.0600181348094399,-0.0606247543644312,-0.0630829597769453,-0.0641968286037602,-0.0602742149451255,-0.05913577159497
"MEIS3",-0.0791517227591953,-0.0606862571768167,-0.068207955540347,-0.0641826209046234,-0.0647993382541331,-0.0669100052128511
"MEIS3P1",0.0383509327888954,-0.0312874924208948,-0.0330265596631396,-0.0246972948534801,-0.0420808998856587,-0.0323498247536234
"MELK",-0.0699044919062542,-0.0356078501925804,-0.0221738216249595,-0.0343899019220831,-0.030405506898655,-0.0419815651431914
"MEMO1",-0.0653142060885336,-0.0486373848881277,-0.0464359814918641,-0.0554867134048964,-0.043949807484543,-0.0497497422863792
"MEN1",-0.0902742700660195,-0.0614442749063647,-0.0675127119685787,-0.0707968690771752,-0.0671810515650119,-0.0689442847727826
"MEOX1",-0.0635785551357082,-0.0387403699254969,-0.0431258755125038,-0.0433906463211814,-0.0284681389517387,-0.0381518377227946
"MEOX2",-0.0994220570145409,-0.0683334700539242,-0.0710594492981204,-0.0749022497028857,-0.071150655754762,-0.0716576494177416
"MEP1A",-0.0993605592870944,-0.0675084167427484,-0.0707232956664878,-0.0749743115507797,-0.0711875582764266,-0.0699492346414869
"MEP1B",-0.0988624276953372,-0.0673640324134551,-0.0708367860666751,-0.0749743115507797,-0.0708181640409066,-0.0722103718456194
"MEPCE",-0.0800502728882603,-0.0545138270933547,-0.0590905296179233,-0.054760963246843,-0.0673515412123062,-0.0629145855617627
"MEPE",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MERTK",-0.0989915729228458,-0.0670752637544353,-0.0688790766585498,-0.07313673443224,-0.070761334158191,-0.0695472546938846
"MESDC1",-0.0952607107946779,-0.0653426518011828,-0.0667511316497179,-0.0687469668692423,-0.0694826618034842,-0.0701502246149866
"MESDC2",0.947511422249102,0.513824973519972,0.800347884487731,0.885840893935349,0.806973810866735,0.580689543041072
"MESP1",-0.0974721262360621,-0.0673951437988025,-0.0702530144860546,-0.0745723582713131,-0.0704157131124653,-0.0723397972070823
"MESP2",-0.0994220570145409,-0.0683747227193747,-0.0710070216673816,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MEST",-0.0645391031919185,-0.0377687407162965,-0.0537926677320308,-0.0369380603242014,-0.0388676329306036,-0.0461617516938236
"MESTIT1",-0.0970418403728205,-0.0653316522804117,-0.0694180165277445,-0.0689045449714781,-0.0669278541419875,-0.0669986105568082
"MET",0.0388820456795582,-0.0364630886252239,-0.0310725869987999,-0.0310766359391784,-0.0335377611627736,-0.0344170785774958
"METAP1",-0.071787106998365,-0.0506617656665685,-0.0516085093872134,-0.0620518212990155,-0.0490447086047574,-0.0457704024960518
"METAP2",0.382720125683999,0.416756624191324,0.495451939683658,0.462210732768993,0.416839057103338,0.434535599347379
"METRN",0.142887188546615,-0.00236530126893485,-0.0126162106250356,-0.0338585235234539,-0.00213925112225903,0.0249130081759856
"METRNL",-0.0805217554669287,-0.0631768868596172,-0.0656484692364374,-0.0716054201667902,-0.0630893000299502,-0.0686427998122316
"METT10D",-0.0374051850391283,0.0164067093175963,-0.000839137532019268,0.00214180415197846,0.0164767900852519,-0.00294870775106775
"METT11D1",-0.076191942740362,-0.0459332726579933,-0.0499099668661424,-0.042772960134929,-0.0525554753911204,-0.0528880571585768
"METT5D1",-0.0781303034646334,-0.0513682304587264,-0.0560893034790281,-0.0571836073710642,-0.0474292898979985,-0.0514534785026428
"METTL1",-0.089520922905553,-0.0592785099647991,-0.0654743646444188,-0.0676240030766209,-0.0647941965028926,-0.0665324050883747
"METTL10",-0.0745634375301941,-0.0519321379838528,-0.0551442325108412,-0.0646821582447127,-0.0625487392887445,-0.0640914594439298
"METTL11A",-0.0778978524297847,-0.0527812151401022,-0.0475996265702313,-0.0578235917777425,-0.0528599211922957,-0.0508551871397229
"METTL11B",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"METTL12",-0.0796197887965652,-0.0579790509998597,-0.0582393516143905,-0.0621112717210018,-0.0511550247193533,-0.047237367613111
"METTL13",-0.0582032052347327,-0.0285246477945673,-0.0336615867623826,-0.0284223578811072,-0.0366634046993428,-0.0345749992699692
"METTL14",-0.0527365570622351,-0.0243685971099533,-0.0204348962445338,-0.0126765444634943,-0.0280715734597564,-0.0252310569603864
"METTL2A",-0.0770827078186143,-0.0424212715943492,-0.0370505931932313,-0.0430535652049756,-0.0381330326366333,-0.0213609356925795
"METTL2B",-0.0876130235412537,-0.0573672411810495,-0.0583680322666079,-0.0627974181719861,-0.0596041992239373,-0.0599850080288217
"METTL3",-0.0671750929136857,-0.057452391972169,-0.0534160095957903,-0.054585955899595,-0.0563508996800459,-0.0617014675073608
"METTL4",-0.0954998686235887,-0.0662089577778091,-0.0699430491629657,-0.0742086544180548,-0.0701219979808376,-0.0711551744836909
"METTL5",-0.0707662513882825,-0.051156891433928,-0.0333791273935176,-0.0500922777301027,-0.0466796714778795,-0.0465859447536432
"METTL6",-0.0655989620081239,-0.0470540199509357,-0.0436933269303834,-0.034796592885141,-0.0530817383505106,-0.0438052558458365
"METTL7A",-0.0842229209569662,-0.0555264473630926,-0.0610371165851909,-0.0507674524613813,-0.057597309673557,-0.0568923144698543
"METTL7B",-0.0776872601932809,-0.0578316038817377,-0.059907087049926,-0.0624561573886201,-0.0576602217258502,-0.0606080798033613
"METTL8",0.100411485124124,0.117076291075045,0.0723206803979266,0.15742863858406,0.193710704099146,0.145653756420823
"METTL9",-0.0595790986217678,-0.0465726889757246,-0.0378146261032008,-0.0394478205923454,-0.0370437277619702,-0.0400017285598871
"MEX3A",0.161106585227195,0.545965848301824,0.305919060556913,0.271002856601413,0.347070904809592,0.503743705321854
"MEX3B",-0.0989915729228458,-0.0679415697310616,-0.0701558436638489,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MEX3C",-0.0889828177909341,-0.0605779689297385,-0.0597289131205728,-0.066705214517351,-0.0628761879708324,-0.0547744916268859
"MEX3D",-0.0921038274557238,-0.0636100398479303,-0.063346419635587,-0.0645613745457214,-0.0647941965028926,-0.0647234953250687
"MFAP1",-0.068857686504187,-0.0350219426192642,-0.0263201764819127,-0.0345476149429062,-0.0460403353005261,-0.0514581570608249
"MFAP2",0.200718506703837,0.0955474400036703,0.135006664514449,0.151484834973661,0.103743056031836,0.178389009777935
"MFAP3",-0.0787588206131749,-0.058715411079992,-0.0654743646444188,-0.0627237974271816,-0.0630893000299502,-0.0611056757984568
"MFAP3L",-0.0981306047394555,-0.0679415697310616,-0.0693046656603162,-0.0737492601384199,-0.0716137823946622,-0.0713561644571906
"MFAP4",-0.0616347869630061,-0.0662486634685488,-0.0686890427443012,-0.0725656109268199,-0.0694550361665384,-0.0692708934802472
"MFAP5",0.103117785528468,-0.0202215175435108,-0.0561389607653975,-0.0703803687544304,-0.05903371296346,-0.0669831968861586
"MFF",0.0904853849180447,0.120451445582313,0.150020217481115,0.176119814201196,0.0889324624127268,0.0692546780180486
"MFGE8",3.57605111787843,0.812225302521206,0.465944435703052,0.687007666937016,0.659786804497631,1.01459266344749
"MFHAS1",-0.017269748479807,0.0202050633906591,0.00353185205231744,0.00103456017620366,0.0190064683314163,0.0286363474387904
"MFI2",-0.0970183344790595,-0.0654111486807266,-0.0692877264562415,-0.0726858474541478,-0.0706015001138526,-0.0701602741138726
"MFN1",-0.0583825736077073,-0.0371877075608298,-0.0529904205940239,-0.0510858090097635,-0.0537123694287669,-0.0542720166946441
"MFN2",0.0228354250268745,0.0061275912704826,-0.0165316294412862,-0.00514638104627102,-0.0170570952605051,-0.0182948114002155
"MFNG",-0.0985610888311506,-0.0662089577778091,-0.0658999536461852,-0.0706866316075204,-0.070761334158191,-0.0683413148516806
"MFRP",-0.0923190695015713,-0.0679415697310616,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0716576494177416
"MFSD1",-0.0778978524297847,-0.0649094988128697,-0.0684534876567834,-0.0737492601384199,-0.0690564376852486,-0.0713561644571906
"MFSD10",-0.00514604093330859,-0.0181289760750523,-0.0241922314730809,-0.0180094208760489,-0.033253611753458,-0.0303542098222553
"MFSD11",-0.0770809266002832,-0.0505074841479772,-0.0542315067664247,-0.0526838515622585,-0.0557572943329124,-0.0547685795188689
"MFSD2A",-0.0841493278633238,-0.0590036373158186,-0.0609676173224014,-0.0666765322722535,-0.0581078175312,-0.058717596132755
"MFSD2B",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MFSD3",-0.0853668820553975,-0.0583520438504259,-0.0600173678893825,-0.0642857379779404,-0.0588396269948889,-0.0544483397155652
"MFSD4",-0.0866429699744243,-0.0593828646456338,-0.061151539082321,-0.0621601812309872,-0.0616019313150394,-0.0610459420887875
"MFSD5",-0.0394053998830295,-0.052168784942256,-0.0561468723542872,-0.0535359118344831,-0.0588270588475941,-0.0535685517846819
"MFSD6",-0.0800502728882603,-0.0675084167427484,-0.0697302546620825,-0.0706866316075204,-0.066499092975835,-0.0671353750094767
"MFSD6L",-0.0973362130616433,-0.0662513008669239,-0.0694327999830808,-0.0717114342312742,-0.0698185449400261,-0.0714610642564917
"MFSD7",-0.0961068165492411,-0.0674890157805518,-0.0699213969875623,-0.0725060476849489,-0.0686267004343247,-0.0704690556695151
"MFSD8",-0.0952023602899334,-0.0649537645407527,-0.0687131035423625,-0.0705605986134542,-0.0695328583832638,-0.0672742016554535
"MFSD9",-0.0953632070069452,-0.0626715417051414,-0.0644382580863445,-0.0705335001809754,-0.0688859480379544,-0.0652833959669534
"MGA",-0.0899514069972482,-0.0532143681284154,-0.0561114066055587,-0.0621112717210018,-0.0562697141381805,-0.0562819164296408
"MGAM",-0.0970451858657331,-0.0666329630397822,-0.0691939902517636,-0.0740974213142032,-0.0705151730168098,-0.0721372360875216
"MGAT1",0.364639793832803,0.0178227219549369,0.0260272707353508,0.0432431497419411,0.0340897989277672,0.0239130830769238
"MGAT2",-0.0958920874626409,-0.0671835520015136,-0.0708651586669347,-0.0742596982266989,-0.0716137823946622,-0.0725621042993946
"MGAT3",-0.0979871100423673,-0.066569918601259,-0.0688790766585498,-0.0729325591964383,-0.0701930353335927,-0.0707129965417505
"MGAT4A",-0.0958998669145775,-0.0555757082064721,-0.0540300954009422,-0.0566572711492925,-0.0609682736619419,-0.0554045658900993
"MGAT4B",-0.0463290190531583,-0.0517416479681507,-0.0505787495825959,-0.0514941594764666,-0.0633734494418231,-0.0550759765874369
"MGAT4C",-0.0994220570145409,-0.0679415697310616,-0.0705814326656153,-0.0719116830198802,-0.0716137823946622,-0.0719591343782926
"MGAT5",-0.0989915729228458,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MGAT5B",-0.0994220570145409,-0.0675084167427484,-0.0705814326656153,-0.0719116830198802,-0.0699088859217198,-0.0719591343782926
"MGC12916",-0.0994220570145409,-0.0675084167427484,-0.071432610669148,-0.0749743115507797,-0.070761334158191,-0.0725621042993946
"MGC12982",-0.0924512943390896,-0.0662312717198413,-0.0696971532951839,-0.0723907656256976,-0.0687184720969427,-0.0710991844188995
"MGC14436",-0.0932138157784956,-0.0648287576937319,-0.0687810590304164,-0.0701668350378891,-0.0661169133141941,-0.0689544776784169
"MGC15885",-0.0909538141125698,-0.066399219662661,-0.0675947605129784,-0.0729582874285132,-0.0660791873190086,-0.0701062836927018
"MGC16025",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MGC16121",-0.0989915729228458,-0.0666421107661222,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MGC16142",-0.0977360206034091,-0.0675428720942884,-0.0693628312875362,-0.0745677520908657,-0.0698061029380213,-0.0711489533650458
"MGC16275",-0.096489239594072,-0.0673353118073637,-0.0699491290057265,-0.0734138293943261,-0.0700864793040338,-0.0712604549457419
"MGC16703",-0.0927952547056768,-0.0639587257078116,-0.06552596464244,-0.0657554493325693,-0.0647481492575264,-0.0639472774211086
"MGC21881",-0.0989915729228458,-0.0675084167427484,-0.0705814326656153,-0.0700741059013405,-0.0690564376852486,-0.0707531945360886
"MGC23270",-0.0978630896250847,-0.0677894505269151,-0.0714168481135428,-0.0742563332977437,-0.0715569525119466,-0.0718812507632826
"MGC23284",-0.0961934263268275,-0.0651802194305654,-0.065687159145302,-0.0716819858800627,-0.069695773862602,-0.0693261657226129
"MGC26647",-0.0897986403542811,-0.065955360670603,-0.0681159158523694,-0.0715855841092077,-0.0682892855736118,-0.0699114394213844
"MGC27382",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MGC2752",-0.0726480429858501,-0.0577161872489254,-0.0505689983809901,-0.0539829744648394,-0.0623132907842209,-0.0505324757988909
"MGC2889",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0743617858445998,-0.0716137823946622,-0.0716576494177416
"MGC29506",-0.0958920874626409,-0.0673640324134551,-0.0712056298683478,-0.0729325591970508,-0.0699088859217198,-0.0719390353811235
"MGC34034",-0.0916125537454609,-0.0580242841485197,-0.0631163625127791,-0.0617209359415803,-0.0623047005695727,-0.0572153631000008
"MGC3771",-0.0994220570145409,-0.0683747227193747,-0.0713671354380415,-0.0749743115507797,-0.0712728031000737,-0.0725621042993946
"MGC39372",-0.0968494020852525,-0.0680859540603549,-0.0685173260070484,-0.0718606392106235,-0.0694684543334446,-0.0716409002537355
"MGC42105",-0.0985610888311506,-0.0683747227193747,-0.0710070216673816,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MGC44328",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MGC4473",-0.0982392507243384,-0.0682231191734651,-0.0711431425942046,-0.0749402823446085,-0.0713296329827893,-0.0722555945897021
"MGC45800",-0.0981306047394555,-0.0675084167427484,-0.0710070216673816,-0.0743617858445998,-0.0673515412123062,-0.0719591343782926
"MGC57346",-0.0936171840302518,-0.06349814199406,-0.0676448685534273,-0.0684407040161523,-0.0655878552060198,-0.0684820078336731
"MGC70857",0.0129690822547418,-0.0356938410709261,-0.0415870942552371,-0.0272132566687626,-0.0333060701051602,-0.024729115873594
"MGC70870",0.00284456280453738,0.016380179693314,0.0164034667714508,0.0227473624047409,0.0174594656453812,0.0090165786433105
"MGC72080",-0.0812680759604068,-0.062875740501803,-0.0677184380464372,-0.0681617903133381,-0.0665575192545595,-0.0674810151299373
"MGC87042",-0.0941127532184026,-0.0562464390466072,-0.0663255426479516,-0.0672156526037925,-0.0545648176652381,-0.0643215153756575
"MGEA5",0.117541925199802,0.251292182655711,0.240949716627368,0.260077249729626,0.232710238025558,0.209627818776337
"MGLL",0.697363681447464,0.139518085315459,0.153022353282454,0.151546444953028,0.195744835005365,0.165240618735828
"MGMT",-0.0882294706304677,-0.0640431928362435,-0.0629208306338206,-0.0633363231333616,-0.0656466447393638,-0.0683413148516806
"MGP",-0.0579063604350504,-0.0679415697310616,-0.0710070216673816,-0.074471726355667,-0.070761334158191,-0.0715571544306903
"MGRN1",-0.0699049566267457,-0.0471725714895172,-0.0383873135298015,-0.052223356751562,-0.0503939102249396,-0.0478532583173752
"MGST1",-0.0351766617948897,-0.0317228415771577,-0.0307928501781058,-0.0362778017392913,-0.0226789979524086,-0.0147102627288011
"MGST2",-0.0395847682689186,-0.0540806741050416,-0.0578137626126242,-0.0645613745457214,-0.0554172659017093,-0.0605027058773548
"MGST3",0.275808504942297,0.186191337759036,0.167148395797625,0.244157948389906,0.280178964183085,0.119804330443741
"MIA",-0.0994220570145409,-0.0683747227193747,-0.0710070216673816,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIA2",-0.0822749841269895,-0.0594570768943935,-0.0586985697185248,-0.0580841586389603,-0.0588822077475671,-0.0556850122050542
"MIA3",-0.0206434682343331,-0.0302572597478198,-0.00291278138476235,-0.017396895169869,-0.0315487152805156,-0.0375898488754792
"MIAT",-0.025123238299123,0.0923670675081141,0.0466146182855677,0.110592671751312,0.056012547197885,0.300761471930018
"MIB1",-0.0903818910889433,-0.0610111219180516,-0.0603672966232224,-0.067011477370441,-0.066499092975835,-0.0629145855617627
"MIB2",-0.0839246297135164,-0.0601448159414253,-0.0624952416320542,-0.0627237974271816,-0.0562697141381805,-0.0617086457195588
"MICA",0.0879073744554156,-0.0221205255204309,-0.0367937353137708,-0.051211594985688,-0.0336739654613397,-0.038692636753925
"MICAL1",-0.0774089454952288,-0.0529524137042124,-0.0622209731661407,-0.0655414156756092,-0.0646047635616439,-0.061497782555578
"MICAL2",-0.035490797444428,-0.0634047801556436,-0.0628477949392209,-0.0666886506523318,-0.0611515581139925,-0.063069756729485
"MICAL3",-0.0710160043364284,-0.0495731258128957,-0.060779576082251,-0.0561083267935887,-0.0487611767856646,-0.0493103099094864
"MICALCL",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0743617858445998,-0.0716137823946622,-0.0725621042993946
"MICALL1",-0.0675662342291017,-0.0523480621517891,-0.059941707621456,-0.054760963246843,-0.0592532829658297,-0.0629145855617627
"MICALL2",0.000239710711726095,0.00332942097347608,-0.00792711258361921,-0.0145989897321141,-0.0018159915157214,-0.0133871302737907
"MICB",-0.0896709090302476,-0.0634615302531748,-0.0629208306338206,-0.0676240030766209,-0.0644153306203953,-0.064551640449946
"MID1",-0.0462861570005521,-0.0323660678869167,-0.0321103824046865,-0.0260047374844693,-0.0216676039823328,-0.0311342423370351
"MID1IP1",-0.0933952797308091,-0.058845356976486,-0.063346419635587,-0.0682365287828008,-0.0682039894487774,-0.0671353750094767
"MID2",-0.0658442978623212,-0.0636100398479303,-0.0684534876567834,-0.0712991573137003,-0.0699088859217198,-0.0683413148516806
"MIDN",0.38527209564734,0.450498611310165,0.436845119241109,0.597235607877054,0.441705759993863,0.387047805087294
"MIER1",-0.0308315917521338,-0.0357716304833191,-0.0421443493649976,-0.032238864203757,-0.0447392300970424,-0.0418106383231931
"MIER2",0.0412177594195805,-0.000300234521263892,-0.00158995781863449,0.00138884449338498,0.0208106963351136,0.0114734033438555
"MIER3",-0.0971835397377263,-0.0658840930365742,-0.0705427427563251,-0.0737492601384199,-0.0705482220990732,-0.0701502246149866
"MIF",0.0710496432967285,0.0758652223888955,0.0711397049225861,0.0616189209273381,0.0758597625148562,0.125212029822058
"MIF4GD",-0.0321534258294263,-0.0221807771877358,-0.0245627148704273,-0.035422336032399,-0.0164521952811197,-0.00552600180195041
"MIIP",-0.0856465660802969,-0.0384871665257692,-0.0471740375684649,-0.0431229748294248,-0.04177809411817,-0.047237367613111
"MIMT1",-0.0994220570145409,-0.0683747227193747,-0.0697302546620825,-0.0749743115507797,-0.0716137823946622,-0.0707531945360886
"MINA",-0.0569117529596473,-0.0417358139381176,-0.051855516587895,-0.0537809221169551,-0.0439092147093481,-0.0583320141613876
"MINK1",-0.0459545662112089,-0.0478432710733326,-0.0537645872547852,-0.0550234742646522,-0.0427685577817795,-0.0435965778026419
"MINPP1",-0.0933952797308091,-0.062310580882991,-0.0658999536461852,-0.0682365287828008,-0.066499092975835,-0.0641205254039667
"MIOS",-0.090291135352217,-0.0632329193266035,-0.0662312628611978,-0.0666220067407026,-0.0683086321633842,-0.069384970772379
"MIOX",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIP",-0.0994220570145409,-0.0683747227193747,-0.0710070216673816,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIPEP",-0.0960855942823239,-0.0675296497324396,-0.06904910363723,-0.0705335001809754,-0.0681329520960223,-0.0710501115424361
"MIPOL1",-0.0933952797308091,-0.0618774278946778,-0.0616440636285215,-0.0700741059013405,-0.0613844035570077,-0.0641205254039667
"MIR1-1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR1-2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR100",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR101-1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR101-2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR103-1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR103-1AS",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR103-2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR103-2AS",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR105-1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR105-2",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR106A",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR106B",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR107",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR10A",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR10B",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR1178",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR1179",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR1180",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR1181",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR1182",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
"MIR1184-1",-0.0994220570145409,-0.0683747227193747,-0.071432610669148,-0.0749743115507797,-0.0716137823946622,-0.0725621042993946
