GENE_ID,Score
3.01223902535873e-05,1.2868845902434005
6.08843951065334e-05,1.1816988961091863
1.10290301186736e-05,1.142226999961651
6.09881163929159e-05,1.135815521993457
6.05040837231309e-07,0.9068492337163885
3.93190109795032e-05,0.8721866072165295
5.09962991380675e-07,0.8568495699801927
1.65435451780104e-05,0.8486111583272214
5.7712252431335e-05,0.8438809302277208
3.90078471203557e-05,0.7262697557669271
3.89992036798238e-05,0.6979939974568641
3.89559864771644e-05,0.6976859922197618
3.89905602392919e-05,0.6848625215844105
1.10376735592055e-05,0.6658082186212699
3.92152896931207e-05,0.6481555368080081
3.01396771346511e-05,0.6406214782034113
